,Rx,Tx,MPP Start Time (s),MPP Stop Time (s),Voltages (mV),Frequency (MHz),Run Exp Num,NumMPPs,Laser dist,Tape dist
0,Tag1,Tag2,1756676700.2704494,1756676701.572287,"[100.21 134.85 134.47 134.32 134.78 134.78 134.24 134.62 134.62 134.39
 135.77 135.   135.16 135.46 135.23 134.93 134.85 135.16 135.46 135.23
 140.04 140.34 140.19 140.04 140.04 139.66 140.04 140.27 140.04 142.02
 141.57 141.79 141.79 141.49 141.34 141.87 141.95 140.96 142.02 137.67
 137.52 137.06 137.37 137.22 137.45 137.52 137.06 136.68 137.52 134.62
 134.55 134.7  134.78 134.24 134.7  134.62 134.24 134.7  135.23 134.85
 134.39 134.62 134.62 134.32 134.39 134.62 134.7  134.93 134.09 135.08
 134.7  135.08 135.16 135.69 135.23 135.08 135.16 134.93 135.23 140.34
 140.34 140.04 140.42 139.73 139.89 140.34 139.96 139.96 141.49 141.49
 141.57 141.57 141.79 141.34 141.64 141.64 141.49 141.72 137.29 137.22
 137.06 137.06 136.91 137.06 136.84 137.45 137.37 137.22 134.55 134.62
 134.78 134.55 134.62 134.47 134.47 134.62 134.16 134.47 134.7  134.7
 134.47 134.32 134.7  134.85 134.39 134.78 134.55 135.08 135.08 134.78
 134.85 135.31 135.23 135.39 135.   135.   135.   135.23 139.81 140.04
 140.04 140.19 140.19 140.5  140.04 139.89 140.04 142.33 142.02 141.72
 141.41 142.02 141.34 141.72 141.57 141.87 141.95 136.99 137.22 137.29
 137.37 136.99 137.37 137.37 136.61 137.22 136.99 135.23 134.47 134.39
 134.62 134.32 134.32 134.47 134.78 134.78 134.47 134.78 134.55 134.24
 134.47 134.39 134.62 134.39 134.47 134.16 134.47 135.08 135.16 135.39
 134.85 135.31 135.23 135.16 135.08 134.7  140.19 140.04 140.19 140.27
 139.51 139.66 139.96 140.04 140.19 139.96 141.18 141.57 141.72 141.64
 141.18 141.57 141.79 141.57 141.95 141.49 137.6  137.14 137.29 137.37
 137.14 136.99 136.99 137.14 137.37 137.29 134.7  134.78 134.93 134.62
 134.85 135.23 134.47 134.47 134.62 134.62 134.39 134.47 134.55 134.7
 134.62 134.01 134.47 134.7  134.55 134.62 135.16 135.23 134.85 135.08
 135.23 135.   135.16 135.16 135.16 139.89 139.89 139.96 139.81 139.81
 140.04 140.12 140.04 139.96 139.96 141.64 141.41 142.02 141.26 141.64
 141.26 141.95 141.64 141.41 141.64 137.29 137.37 137.22 137.14 137.29
 137.37 137.14 137.29 137.45 137.29 134.55 134.85 134.85 134.85 134.62
 134.7  135.08 134.85 134.85 134.55 134.85 134.7  134.7 ]",775,0,5,0.309,0.3
1,Tag2,Tag1,1756676702.8098338,1756676704.1082358,"[205.04  43.45  43.3   43.45  43.37  43.45  43.45  43.3   43.53  42.69
  42.92  42.61  42.69  42.84  42.76  42.76  42.61  42.69  42.76  44.67
  44.98  44.9   44.98  44.75  44.98  44.98  44.9   44.82  45.13  45.82
  45.74  45.82  45.82  45.89  45.97  46.04  45.82  45.89  45.89  42.53
  42.46  42.46  42.53  42.53  42.61  42.23  42.38  42.69  42.46  39.41
  39.71  39.48  39.56  39.48  39.41  39.33  39.41  39.48  43.53  43.37
  43.37  43.37  43.45  43.3   43.37  43.45  43.37  43.3   42.61  42.53
  42.76  42.61  42.76  42.69  42.84  42.92  42.38  42.69  44.75  45.05
  44.9   44.82  44.75  44.75  44.82  44.82  44.98  45.13  45.66  46.58
  45.82  45.97  45.97  45.66  45.82  45.97  46.12  45.66  42.31  42.53
  42.46  42.46  42.46  42.38  42.61  42.38  42.31  42.61  39.25  39.41
  39.56  39.56  39.56  39.41  39.41  39.48  39.48  43.45  43.53  43.37
  43.37  43.37  43.3   43.37  43.37  43.45  43.45  42.61  43.3   42.76
  42.61  42.76  42.84  42.92  42.76  42.84  43.07  44.82  45.2   44.98
  44.9   45.2   45.13  45.05  45.05  44.98  44.98  45.97  45.74  46.04
  46.04  46.04  45.82  46.04  45.97  46.12  45.74  42.46  42.53  42.61
  42.53  42.53  42.46  42.53  42.53  42.69  39.56  40.09  39.56  39.41
  39.56  39.41  39.41  39.48  39.48  39.48  43.45  43.53  43.6   43.3
  43.45  43.45  43.3   43.53  43.45  43.6   42.76  42.69  42.69  42.76
  42.53  42.76  42.61  42.76  42.61  42.61  44.82  44.75  44.98  44.98
  44.9   44.75  45.05  44.75  44.9   44.67  46.5   45.74  45.74  45.89
  45.89  45.97  45.97  45.89  45.66  45.82  42.53  42.46  42.46  42.61
  42.31  42.46  42.61  42.23  42.31  39.41  39.33  39.33  39.25  39.56
  39.48  39.48  39.48  39.64  39.64  43.45  43.37  43.45  43.68  43.45
  43.6   43.45  43.6   43.22  44.06  42.92  42.99  42.53  42.69  42.76
  42.69  42.69  42.76  42.69  42.69  44.75  44.9   44.75  44.67  44.67
  44.98  44.98  44.98  44.9   44.75  46.2   45.89  45.89  46.04  46.04
  45.74  45.82  45.89  45.74  45.74  42.38  42.38  42.46  42.61  42.46
  42.38  42.53  42.38  42.46  39.33  39.86  39.56  39.71  39.33  39.33
  39.41  39.48  39.41  39.79  39.48  39.41  39.41  39.33]",775,0,5,0.309,0.3
2,Tag1,Tag2,1756676705.320984,1756676706.62902,"[134.62 280.5  280.5  280.5  280.88 280.73 281.34 281.11 280.88 280.35
 281.03 282.1  282.86 282.56 282.64 282.56 282.56 283.02 282.33 282.02
 282.71 294.84 294.54 294.31 294.54 294.23 294.16 293.77 294.08 294.38
 294.08 293.39 293.47 292.86 293.24 292.94 293.93 293.09 293.55 293.32
 285.23 285.69 285.92 285.53 285.31 285.61 285.46 285.23 285.46 285.08
 281.11 280.73 281.8  280.96 281.03 280.96 280.8  280.8  280.35 280.8
 280.73 281.03 281.26 281.11 280.04 281.03 280.88 281.03 281.19 281.57
 282.18 282.18 282.48 282.25 282.48 283.02 283.17 282.56 283.02 283.09
 294.61 294.77 294.   294.23 294.38 294.   294.69 294.08 293.85 293.77
 292.94 294.   293.85 293.55 293.77 293.7  293.32 293.7  293.85 285.84
 285.31 285.38 285.   285.61 286.3  284.62 285.92 285.99 285.38 280.8
 280.35 280.8  281.03 280.65 280.65 280.88 280.88 280.73 281.11 280.96
 281.03 280.65 280.96 280.96 279.81 281.41 280.8  280.73 280.96 282.02
 282.1  282.48 282.94 282.02 282.64 282.79 282.33 282.64 282.25 294.23
 293.47 294.84 293.7  294.54 294.54 293.62 293.93 294.69 293.24 293.39
 293.16 293.24 293.47 293.16 293.47 293.16 293.7  293.01 285.   285.76
 286.14 285.08 285.31 285.53 285.53 285.23 285.   285.31 281.03 280.8
 281.19 280.5  280.73 281.49 280.5  280.96 280.04 280.73 281.19 281.11
 280.5  280.65 280.5  280.88 280.73 281.19 281.03 280.96 282.48 282.79
 282.56 282.79 282.18 282.41 283.02 282.02 282.33 294.69 294.46 294.16
 294.16 294.38 294.08 294.54 294.31 294.38 294.92 293.7  294.61 293.47
 293.47 292.71 293.93 293.93 293.39 294.31 293.77 285.69 285.69 285.53
 285.08 285.31 285.84 285.53 285.08 285.08 285.38 280.12 280.65 280.35
 280.5  281.11 280.8  281.49 280.96 280.73 281.26 280.27 281.57 280.5
 281.34 280.8  280.73 280.8  280.73 281.49 280.96 281.95 282.1  282.33
 282.33 282.18 282.41 282.56 282.56 282.18 294.16 294.84 294.69 294.38
 294.31 294.38 294.61 294.61 294.69 294.46 293.55 293.39 294.08 293.16
 292.94 293.39 293.55 293.62 293.93 293.77 285.23 285.61 285.92 285.84
 285.08 285.53 284.7  285.99 284.77 285.23 280.96 280.88 281.34 280.8
 280.58 281.03 280.88 281.03 280.65 280.65 280.96 279.81 281.26]",785,0,5,0.309,0.3
3,Tag2,Tag1,1756676707.8701098,1756676709.1719687,"[39.48 89.15 89.38 89.61 89.46 89.53 89.61 89.3  89.61 89.53 88.46 88.46
 88.46 88.46 88.39 88.77 88.24 88.39 88.46 88.31 92.36 92.51 92.36 92.74
 92.36 92.13 92.28 92.28 92.13 92.43 95.03 95.33 94.95 95.71 95.18 94.87
 95.18 94.95 95.03 95.41 85.87 85.95 86.02 85.72 85.95 85.87 85.95 86.02
 85.79 85.72 84.04 83.96 84.19 84.19 84.19 83.89 83.96 84.04 84.19 89.38
 89.61 89.38 89.53 89.38 89.3  89.61 89.46 89.61 89.46 88.46 88.31 88.46
 88.69 88.39 88.24 89.07 88.16 88.54 88.39 92.58 92.89 92.51 92.36 92.51
 92.36 92.51 92.28 92.51 92.51 95.1  95.25 95.18 95.33 95.1  94.8  95.18
 95.25 95.18 94.87 86.02 85.72 85.72 85.95 85.95 86.33 86.33 85.87 85.79
 84.57 84.57 84.57 84.73 84.19 84.27 84.57 84.34 84.04 84.27 89.84 89.84
 89.38 89.61 89.68 89.53 89.38 89.61 89.68 89.61 88.54 88.62 88.31 88.39
 88.54 88.31 88.16 88.31 88.46 88.46 92.28 92.97 92.58 92.2  92.2  92.36
 92.28 92.58 92.51 92.28 94.95 95.1  95.79 95.25 95.33 95.03 95.18 94.8
 95.25 94.95 85.95 86.02 86.18 85.79 86.02 85.79 86.02 85.95 85.95 84.12
 84.19 83.96 83.96 84.27 84.34 84.27 84.42 84.34 83.96 89.76 89.84 89.68
 89.3  89.61 89.53 89.68 89.53 89.38 89.3  88.46 88.85 88.24 88.69 88.31
 88.39 88.62 88.39 88.54 88.46 92.58 92.43 92.43 92.36 92.36 92.51 92.89
 92.43 92.36 92.58 95.03 95.03 95.1  95.41 95.1  95.25 94.95 94.95 95.33
 95.1  86.1  85.95 85.87 85.95 85.95 86.48 85.95 85.87 85.72 84.12 84.65
 84.42 84.73 84.34 84.57 84.5  84.19 84.12 84.57 89.46 90.07 89.53 89.38
 89.61 89.3  89.76 89.46 89.46 89.46 88.24 88.69 88.46 88.54 88.77 88.16
 88.69 88.24 88.62 88.31 92.58 92.43 92.81 92.58 92.43 92.58 92.74 92.58
 92.58 92.81 95.25 95.33 95.03 95.1  95.1  94.87 94.95 95.1  95.25 86.18
 85.87 86.18 85.79 85.95 86.02 85.64 85.87 86.02 85.79 84.27 84.34 84.42
 84.12 84.42 84.42 84.34 84.34 84.19 84.19 84.42 84.42 84.27 84.19]",785,0,5,0.309,0.3
4,Tag1,Tag2,1756676710.3794324,1756676711.6846032,"[280.58 435.   435.23 435.61 435.99 435.38 435.38 435.84 435.53 435.15
 438.66 438.05 438.12 437.97 438.12 438.43 437.67 437.97 438.43 437.74
 454.3  454.6  454.07 453.61 454.99 453.99 454.68 454.6  453.77 454.91
 447.81 447.97 448.5  447.97 447.81 447.66 447.28 447.81 447.2  440.18
 439.27 439.35 439.88 439.35 439.73 440.18 440.41 438.58 440.03 436.22
 435.3  435.76 435.45 435.84 435.07 435.45 436.06 435.3  434.69 435.38
 435.53 435.76 435.84 435.15 436.22 435.68 435.91 435.45 436.22 439.04
 438.05 437.51 437.51 437.59 437.51 437.51 437.59 438.43 437.82 453.61
 454.68 454.6  454.53 455.21 454.45 454.22 453.61 454.53 454.99 447.13
 447.36 447.81 448.27 448.04 447.2  447.13 447.05 447.66 439.88 439.42
 439.73 439.35 439.35 439.96 439.19 439.57 439.42 439.5  434.92 435.45
 435.15 435.61 436.06 436.29 435.45 435.68 435.91 435.91 434.77 435.99
 434.69 435.76 436.45 435.38 435.   435.38 435.76 435.38 437.44 438.12
 437.51 437.67 438.12 438.2  438.28 437.97 437.97 438.12 454.68 454.68
 454.68 455.37 453.61 454.53 454.3  454.91 454.15 447.2  447.59 447.74
 447.2  447.36 447.66 447.89 447.66 448.27 448.2  439.35 439.57 439.73
 440.03 439.65 439.65 439.27 440.18 439.88 439.73 435.53 435.   434.92
 435.45 435.76 435.15 435.23 435.45 435.15 435.76 435.23 435.3  435.53
 435.15 436.06 435.76 435.61 436.29 435.68 436.29 437.67 437.9  438.05
 438.05 438.05 438.66 438.28 437.29 438.81 438.43 453.99 454.99 454.76
 453.92 454.76 453.84 453.77 454.6  454.45 447.13 447.59 447.89 446.82
 447.2  447.81 447.51 447.66 447.89 447.97 439.27 439.65 439.65 439.42
 439.88 439.73 439.8  439.5  438.89 439.12 435.15 435.53 435.53 434.62
 434.84 435.15 435.61 435.91 435.91 434.69 435.84 435.38 435.61 435.99
 436.29 435.07 435.45 435.45 436.22 435.68 437.9  437.59 438.35 437.67
 437.29 437.29 438.66 437.97 437.74 455.06 454.68 454.91 453.84 454.3
 454.22 454.3  454.53 454.45 453.77 447.81 448.04 447.2  448.04 448.04
 446.52 447.51 447.81 447.97 447.97 439.88 439.73 439.35 439.27 439.57
 439.8  439.42 439.35 439.42 438.81 435.3  435.3  435.15 435.3  435.3
 435.38 434.84 434.84 435.76 435.99 434.62 435.76 435.84 434.92]",795,0,5,0.309,0.3
5,Tag2,Tag1,1756676712.928474,1756676714.2315812,"[84.27 80.45 81.29 80.99 80.91 81.06 80.99 81.06 81.14 80.76 79.16 79.16
 79.31 79.08 79.61 79.39 79.39 79.08 79.54 79.16 84.88 84.73 84.95 84.8
 85.18 84.95 84.65 84.88 84.95 84.88 81.52 81.45 81.6  81.45 81.52 81.75
 81.52 81.83 81.45 81.67 67.79 68.02 67.48 67.79 67.64 67.86 67.71 67.64
 67.94 68.02 73.13 73.51 73.36 73.43 73.21 73.21 72.98 73.05 73.21 80.99
 80.83 80.68 80.99 81.14 81.06 80.76 80.99 80.76 80.99 79.23 79.08 79.54
 79.31 78.93 79.16 79.16 79.16 79.08 79.39 85.18 84.95 84.88 84.65 84.8
 84.88 84.88 84.73 84.95 85.11 81.29 81.45 81.75 81.6  82.13 81.29 81.75
 81.52 81.6  81.52 67.86 67.79 67.64 67.79 67.56 67.94 67.86 67.71 67.41
 73.28 73.05 73.13 73.43 73.36 73.13 73.43 73.36 73.13 73.43 80.68 80.91
 80.99 80.76 80.83 80.91 81.22 81.14 80.53 80.91 79.16 79.08 79.61 79.31
 79.84 79.23 79.23 79.69 79.54 79.31 84.65 85.11 85.11 84.73 84.73 84.73
 84.88 85.18 84.88 84.8  81.22 81.45 81.37 81.37 81.52 81.52 81.6  81.37
 81.45 81.67 67.64 67.94 67.71 67.71 67.86 67.94 67.71 67.79 67.56 73.21
 72.98 73.05 73.21 73.82 73.43 73.43 73.59 73.05 73.13 81.14 80.68 80.83
 81.06 80.91 81.06 81.06 80.99 81.06 80.83 79.23 79.   79.61 79.23 79.46
 79.   79.23 79.39 79.61 79.23 84.8  84.8  85.11 84.8  84.5  84.73 85.11
 84.8  84.88 84.88 81.67 81.6  81.6  81.67 81.52 81.83 81.67 81.67 81.52
 68.32 67.56 67.79 67.48 67.71 67.86 67.86 67.79 67.56 67.86 73.21 73.51
 73.36 73.05 73.13 72.75 73.05 73.51 73.13 72.98 80.99 80.76 81.14 80.83
 80.76 80.91 80.99 80.91 81.22 80.61 79.31 79.08 79.54 79.31 79.61 79.23
 79.31 79.39 79.31 79.23 85.18 85.11 84.88 85.03 85.03 85.11 85.03 85.26
 85.03 84.88 81.37 81.14 81.37 81.29 81.52 81.52 81.45 81.37 81.45 67.64
 67.64 67.86 67.71 67.56 67.64 67.71 67.79 67.79 67.86 73.21 73.28 73.51
 73.21 73.66 73.28 73.59 73.13 73.28 73.28 73.21 73.28 73.21 72.9 ]",795,0,5,0.309,0.3
6,Tag1,Tag2,1756676715.446341,1756676716.7414584,"[435.45 448.81 449.42 448.65 448.65 449.19 448.73 449.49 448.35 449.95
 452.32 453.54 452.77 452.77 453.   453.23 453.61 452.54 453.23 453.
 475.05 474.82 474.52 474.52 474.36 474.75 474.82 475.28 474.21 474.36
 457.58 458.04 457.66 457.5  458.19 457.2  457.66 458.34 456.97 450.79
 449.95 450.87 450.56 450.18 450.79 450.64 451.32 450.48 450.33 448.73
 448.58 447.81 447.97 448.27 448.42 447.74 448.2  447.97 447.51 450.41
 449.34 448.96 448.73 449.19 449.42 448.58 449.87 450.64 449.42 453.46
 452.54 453.61 453.15 453.15 453.   453.23 452.77 452.09 453.   474.9
 474.67 475.28 475.51 474.82 474.82 474.9  475.13 474.36 474.82 458.04
 458.34 458.27 458.04 458.65 457.66 458.57 457.66 458.27 450.71 450.56
 449.87 450.79 450.56 450.64 450.41 450.71 451.17 451.25 448.27 447.74
 447.74 448.2  447.81 448.27 448.27 448.42 447.89 447.13 449.65 449.19
 448.81 448.73 448.96 449.42 448.58 448.65 448.73 449.11 453.23 452.7
 453.15 453.23 451.78 453.69 452.85 453.31 453.69 452.47 475.28 474.29
 475.05 474.98 474.67 474.52 474.9  475.89 473.83 458.27 458.11 457.96
 457.43 457.73 457.89 457.96 457.96 457.66 458.04 449.95 450.56 450.64
 450.48 450.71 450.56 450.87 450.64 450.33 449.95 448.2  448.5  448.42
 447.89 448.04 448.27 447.97 447.97 447.89 447.97 448.81 448.35 448.88
 449.49 449.26 448.65 449.11 448.88 449.34 449.49 453.08 452.47 452.85
 453.38 452.39 452.77 452.93 453.46 452.7  453.23 475.43 474.06 474.67
 474.14 473.98 474.9  474.67 474.98 474.06 457.5  458.42 458.5  457.43
 457.66 457.89 457.66 458.65 458.19 458.19 450.18 450.41 451.02 450.79
 451.02 450.33 451.55 450.33 450.71 450.64 448.35 448.2  448.04 447.97
 448.04 448.27 447.89 448.04 447.51 447.81 449.8  448.81 449.72 448.35
 449.26 449.19 449.19 449.72 448.35 448.73 452.93 453.31 453.77 453.92
 453.08 453.46 453.69 453.69 453.38 453.23 474.82 475.51 475.97 474.06
 474.36 474.14 475.28 475.05 474.9  457.35 458.27 458.5  458.57 458.04
 457.58 457.58 457.5  458.5  458.42 449.8  450.94 450.94 451.09 449.8
 451.71 450.1  450.41 450.64 450.33 448.42 447.74 447.89 448.35 448.2
 448.5  447.66 448.42 447.74 447.89 447.89 448.04 448.81 447.97]",805,0,5,0.309,0.3
7,Tag2,Tag1,1756676717.987883,1756676719.2900152,"[ 73.36 140.57 140.57 140.96 140.65 140.34 140.73 141.03 140.8  140.8
 139.51 139.28 139.12 139.2  139.12 138.82 139.05 139.2  139.43 139.2
 143.93 144.54 144.08 144.24 144.24 144.31 144.08 144.08 144.31 144.31
 126.84 126.92 126.61 126.61 126.92 126.84 127.76 126.99 127.15 126.69
 124.86 125.16 125.01 125.09 125.01 125.09 124.86 124.93 125.01 133.71
 132.87 132.94 133.48 133.17 132.72 133.25 133.02 133.33 133.1  140.73
 140.57 141.03 140.65 140.8  140.73 140.88 140.88 140.8  140.73 139.05
 139.58 139.35 138.82 139.2  139.2  139.73 139.05 138.74 138.9  144.16
 144.24 144.08 144.39 144.24 143.7  143.7  144.01 143.7  144.01 126.84
 126.69 126.92 127.07 126.69 126.99 127.07 126.99 126.76 127.07 125.01
 125.54 124.86 124.86 124.93 125.09 124.86 124.86 124.93 133.25 133.02
 132.94 132.87 132.79 133.17 133.25 133.25 133.55 133.02 140.65 140.42
 140.73 140.65 140.88 140.96 140.73 140.65 140.88 140.96 138.74 138.74
 139.12 139.28 139.35 138.59 139.05 139.05 139.2  139.35 144.01 144.01
 143.47 144.31 144.08 144.08 144.16 143.93 144.01 144.39 126.76 127.15
 126.99 126.76 126.69 127.3  127.15 126.69 127.68 127.15 125.16 125.24
 124.93 125.31 125.16 124.63 125.09 124.78 125.01 133.33 133.17 132.87
 132.94 133.33 132.87 133.17 132.64 133.02 133.55 140.65 140.8  140.8
 140.73 141.18 140.96 140.34 140.42 140.88 140.8  139.2  139.51 139.12
 138.9  139.58 138.97 139.2  138.82 138.9  139.51 143.78 144.24 143.78
 143.93 144.69 144.08 144.46 143.93 144.01 144.39 127.07 126.99 127.07
 126.92 127.22 127.07 127.07 126.99 127.07 124.55 125.09 124.7  125.09
 124.93 125.16 124.93 124.93 125.09 125.24 132.72 132.94 133.1  133.1
 133.02 133.17 133.86 133.1  133.02 133.25 140.8  140.34 140.65 140.5
 140.8  140.8  141.03 141.03 140.57 140.27 138.97 139.05 138.9  139.12
 138.97 139.28 138.9  139.51 139.66 139.05 144.01 144.08 144.16 144.39
 144.39 144.01 144.31 144.01 144.39 144.08 126.99 126.84 126.99 126.92
 126.84 127.45 126.84 127.15 126.84 125.09 125.39 124.78 124.63 124.86
 124.93 124.55 125.09 124.7  124.7  133.17 132.94 133.1  133.1  133.33
 133.02 132.72 132.64 132.87 132.79 132.94 133.1  133.1  133.17]",805,0,5,0.309,0.3
8,Tag1,Tag2,1756676720.5243967,1756676721.8290248,"[448.88 452.77 452.77 453.15 453.23 452.47 452.39 452.62 453.08 452.54
 458.65 458.34 457.73 458.42 457.43 458.11 457.73 458.72 457.73 458.65
 480.85 480.54 481.46 480.85 480.93 481.   480.93 481.   481.   481.31
 455.9  456.05 455.6  456.21 455.83 456.51 456.51 456.36 455.98 451.32
 451.17 451.02 451.17 451.09 450.79 451.55 450.94 450.64 450.94 451.48
 450.79 451.02 451.63 451.63 452.01 452.24 451.48 451.78 451.63 453.61
 453.46 453.77 453.46 453.54 452.54 453.08 453.23 453.15 453.23 457.27
 458.65 458.34 457.96 457.96 459.18 458.19 457.73 458.8  458.34 480.85
 480.77 480.93 480.93 480.93 481.54 480.93 481.38 481.46 480.24 455.44
 455.9  456.28 455.37 456.13 455.67 455.9  456.05 455.67 451.4  451.4
 451.25 450.41 451.71 450.41 451.48 451.09 451.02 451.32 451.55 450.56
 451.09 451.55 451.17 451.63 450.79 451.32 451.4  451.78 453.08 453.38
 453.46 452.7  453.61 453.   452.85 452.85 453.46 452.85 458.34 458.57
 458.57 458.57 457.96 457.73 458.5  458.65 458.34 458.04 480.85 480.24
 481.   481.16 481.61 481.16 480.77 481.31 480.62 481.46 455.52 456.36
 455.9  456.36 456.28 455.75 455.83 455.44 456.13 451.55 451.93 451.93
 451.09 451.02 451.48 451.09 451.4  450.71 451.4  452.16 451.32 451.48
 451.55 451.02 451.09 451.32 451.63 451.4  451.71 453.08 453.15 452.77
 453.08 453.23 453.77 453.77 453.31 453.92 453.31 458.04 457.43 458.27
 458.19 457.73 458.04 458.11 457.89 458.42 458.11 480.7  481.08 480.62
 480.24 480.7  480.47 480.32 481.   481.23 455.6  456.21 456.21 455.98
 455.44 455.6  456.36 456.13 456.13 455.29 450.79 450.87 451.4  450.87
 451.25 451.02 451.4  451.25 451.4  450.87 451.09 452.16 451.55 451.55
 451.63 451.4  451.78 450.64 451.48 451.25 452.62 453.08 453.31 453.15
 452.93 453.08 452.47 453.15 452.7  452.85 458.04 458.04 457.81 458.11
 458.57 458.95 458.65 458.11 458.42 458.57 481.23 480.77 481.46 480.85
 481.16 481.38 480.85 481.46 480.54 455.52 455.75 456.89 455.44 455.21
 455.9  456.13 456.05 456.05 455.67 451.25 451.25 451.4  451.25 450.79
 450.87 451.17 451.4  451.32 451.17 451.25 450.64 451.48 451.48 451.63
 451.78 451.71 451.63 451.63 451.32 451.86 451.02 451.4 ]",815,0,5,0.309,0.3
9,Tag2,Tag1,1756676723.0678854,1756676724.3704042,"[133.17 157.82 157.51 157.66 157.97 157.66 157.74 158.05 157.89 158.35
 156.21 156.21 156.21 156.14 156.14 156.06 156.52 156.37 155.76 156.52
 161.33 161.33 161.71 161.78 160.87 161.55 161.33 161.86 161.4  161.63
 135.54 135.46 135.46 135.39 135.84 135.54 135.46 135.46 135.77 135.46
 142.94 143.09 142.79 143.09 143.24 143.32 142.94 142.63 143.02 150.72
 150.49 150.64 150.34 150.49 150.42 150.26 150.72 150.64 150.34 157.89
 158.2  158.12 158.12 158.12 157.97 157.82 158.05 157.82 157.97 156.14
 155.99 156.37 156.21 156.82 156.21 156.37 156.29 156.29 156.06 161.33
 161.33 161.55 161.4  161.55 161.25 161.4  161.48 161.78 161.4  135.69
 135.46 135.84 135.39 135.46 135.92 135.69 135.46 135.61 135.39 143.09
 143.02 143.24 143.32 143.24 143.02 142.71 142.94 143.24 150.8  151.03
 150.72 150.87 151.26 150.72 150.34 150.64 150.72 150.8  158.2  158.35
 158.2  158.05 158.2  157.74 157.74 157.97 157.89 157.66 156.21 156.6
 156.6  156.44 156.75 156.06 156.52 156.21 156.21 155.99 161.17 161.25
 161.71 161.63 161.63 161.33 161.33 161.55 161.48 161.55 135.31 135.61
 135.61 135.92 135.69 135.31 135.54 135.69 135.39 143.17 143.09 142.79
 143.24 143.09 143.55 143.17 143.24 143.09 143.02 150.57 150.11 150.57
 150.26 150.26 150.26 150.26 150.49 150.72 150.42 157.74 158.05 158.2
 157.74 157.51 158.12 158.12 158.05 157.82 157.66 156.06 156.14 156.37
 156.06 156.75 155.99 156.21 156.21 156.29 155.91 161.17 161.25 161.78
 161.71 161.48 161.33 161.55 161.25 161.48 161.1  135.39 135.77 135.69
 135.69 135.46 135.46 135.69 136.15 135.54 143.17 142.86 142.94 143.47
 143.4  143.24 143.32 143.32 143.02 143.17 150.57 150.34 150.64 150.72
 150.95 150.19 150.72 151.26 150.87 150.57 158.05 158.12 157.74 158.05
 157.97 157.89 158.12 157.97 157.74 158.12 156.52 156.06 157.05 156.37
 156.29 156.67 156.44 156.21 156.6  156.06 161.86 161.02 161.48 162.09
 161.17 161.25 161.48 161.48 161.48 161.63 135.46 135.54 135.54 135.84
 135.46 135.54 135.54 135.54 135.54 142.94 142.86 142.94 143.02 143.02
 143.02 143.17 143.4  143.09 143.4  150.87 150.57 150.64 150.87 150.64
 150.34 150.64 150.42 150.8  150.26 150.34 150.87 150.95 150.26]",815,0,5,0.309,0.3
