,Rx,Tx,MPP Start Time (s),MPP Stop Time (s),Voltages (mV),Frequency (MHz),Run Exp Num,NumMPPs,Laser dist,Tape dist
0,Tag1,Tag2,1757521005.241322,1757521006.5467587,"[83.66 82.59 82.13 82.28 82.36 82.67 82.59 82.36 82.67 82.59 82.06 82.82
 82.59 82.82 82.67 82.82 82.59 82.59 82.28 82.67 85.03 85.41 85.34 85.34
 85.34 85.41 85.64 85.41 85.34 85.26 84.27 84.04 83.81 83.96 83.81 84.27
 83.81 84.04 84.12 83.89 83.12 83.73 83.2  83.35 83.12 83.2  82.97 83.58
 83.2  83.35 82.36 82.67 82.36 82.89 82.36 82.74 82.51 82.74 82.59 82.51
 82.74 82.28 82.44 82.36 82.44 82.36 82.44 82.28 82.36 82.59 82.67 82.28
 82.51 82.59 82.51 82.59 82.36 82.36 82.51 85.11 85.64 85.26 85.41 85.49
 85.34 85.41 85.41 85.41 85.64 84.12 83.5  83.5  83.73 84.12 84.12 84.04
 83.81 83.89 84.19 83.43 83.66 83.43 83.35 83.58 83.5  83.43 83.58 83.43
 83.28 82.97 82.51 82.74 82.36 82.74 82.51 82.51 82.44 82.74 82.74 82.89
 82.28 82.51 82.51 82.36 82.44 82.44 82.21 82.36 82.59 82.36 82.74 82.51
 82.51 82.67 82.82 82.21 83.12 82.59 85.34 85.11 85.26 85.49 85.34 85.26
 85.64 85.26 85.26 85.18 84.04 83.89 83.96 83.66 84.19 83.96 84.12 84.04
 83.96 83.73 83.28 83.28 83.28 83.35 83.28 83.35 83.58 83.28 83.2  82.97
 82.74 82.59 82.74 82.36 82.74 82.51 82.36 82.59 82.59 82.44 82.44 82.21
 82.67 82.44 82.67 82.36 82.89 82.36 82.36 82.82 82.59 82.67 82.59 82.82
 82.59 82.74 82.51 82.82 82.67 85.34 85.26 85.41 85.34 85.26 85.18 85.26
 85.41 85.41 85.26 83.96 84.12 83.89 83.96 83.89 84.04 84.04 83.89 84.12
 84.04 83.58 83.28 83.2  83.2  83.43 83.58 83.5  83.2  83.58 83.43 82.89
 82.51 82.89 82.51 82.89 82.06 82.82 82.67 82.82 82.44 82.51 82.59 82.59
 82.13 82.82 82.36 82.59 82.21 82.44 82.51 82.67 82.74 82.59 82.59 82.51
 82.59 82.51 83.12 82.89 85.72 85.41 85.64 85.64 85.26 85.56 85.56 85.49
 85.49 85.34 84.27 84.12 84.04 83.89 84.19 83.96 83.89 83.96 84.19 84.12
 83.81 83.35 83.43 83.58 83.43 83.73 83.5  83.2  83.5  83.28 82.82 82.67
 83.05 82.36 82.59 82.74 82.67 82.74 82.59 82.36 82.89 82.36 82.89]",915,0,5,0.3,0.3
1,Tag2,Tag1,1757521007.7591531,1757521009.0662537,"[82.59 80.22 80.53 80.3  80.22 80.61 80.   80.3  79.92 80.61 80.68 81.29
 81.37 80.68 80.83 81.06 81.06 80.76 81.37 81.14 81.22 81.67 81.52 81.6
 81.22 80.99 81.29 80.99 81.22 83.35 83.2  83.73 83.66 84.5  83.5  83.35
 83.2  83.73 83.66 84.04 84.12 84.27 83.73 84.19 84.19 84.34 83.81 83.89
 83.96 83.05 82.97 83.43 83.58 83.66 83.35 83.66 82.89 83.05 83.28 80.45
 79.77 80.38 80.15 80.07 81.06 80.07 79.54 79.77 79.61 80.91 81.22 81.45
 81.45 82.06 81.06 81.6  81.45 80.99 81.22 80.91 81.6  80.99 80.83 81.22
 80.83 81.45 81.52 81.29 83.5  83.66 83.5  83.58 83.43 84.12 83.66 83.43
 83.43 83.58 84.19 84.5  83.96 83.89 83.66 83.89 83.96 84.5  84.42 84.12
 83.58 83.5  83.96 83.12 84.12 83.28 83.28 83.12 83.2  83.43 79.77 79.54
 80.3  80.22 80.53 80.22 80.99 80.45 80.22 81.45 80.99 81.29 81.45 81.06
 80.53 80.68 80.76 80.83 81.14 81.06 81.37 80.68 80.99 81.75 81.45 80.76
 80.99 81.67 81.14 83.81 83.5  83.58 83.58 84.12 83.43 84.19 83.89 84.19
 83.58 84.12 84.27 84.42 84.34 85.56 84.57 84.04 84.34 84.34 86.79 83.28
 83.58 86.94 83.5  83.73 84.42 83.28 83.73 84.42 82.97 80.07 79.92 80.38
 79.92 79.92 80.07 80.3  80.   80.38 80.91 81.06 81.29 81.45 81.6  81.83
 81.14 81.22 81.06 81.6  82.67 81.29 81.06 81.52 81.14 81.22 82.59 81.45
 81.67 81.37 83.5  83.43 83.96 83.12 83.89 83.89 83.89 83.81 83.5  83.12
 84.57 83.96 84.12 84.19 84.34 84.73 84.19 84.12 83.96 83.89 83.89 83.81
 83.58 83.5  83.81 83.28 83.96 83.58 83.05 80.07 80.15 80.53 80.3  80.22
 80.38 80.   80.38 80.45 80.3  81.22 81.14 81.37 80.99 80.99 80.91 81.29
 81.29 81.75 81.67 81.37 81.67 81.52 81.14 81.83 80.99 81.14 81.37 81.67
 81.37 82.97 83.2  83.43 84.19 84.19 83.66 83.5  83.58 83.58 83.73 83.89
 84.12 85.18 85.34 84.27 84.34 84.34 84.34 84.57 84.19 83.35 83.35 83.89
 83.2  83.28 83.05 83.05 83.58 83.2  83.28 83.35 83.05 83.35]",915,0,5,0.3,0.3
2,Tag1,Tag2,1757521129.71365,1757521131.0194554,"[88.08 87.47 87.17 87.24 87.09 87.32 87.24 87.32 87.24 87.32 87.24 88.24
 87.78 87.55 87.85 88.01 87.93 87.78 87.93 87.55 88.85 89.07 88.77 89.
 88.62 89.15 88.92 89.   88.69 89.07 87.01 87.17 87.09 86.94 87.09 87.01
 87.01 86.94 86.86 87.01 86.63 86.48 86.86 86.86 87.09 86.79 87.17 86.86
 86.56 87.01 86.94 87.17 86.86 86.94 87.01 86.79 86.86 87.17 86.86 87.17
 87.24 87.32 86.86 86.94 87.24 87.4  87.24 87.32 87.4  87.24 88.01 87.93
 87.7  87.78 87.85 88.01 87.62 87.7  87.62 88.77 89.   89.   88.77 88.85
 89.23 89.07 89.07 88.62 89.23 86.86 86.63 86.63 86.86 86.56 86.94 86.79
 87.24 86.79 87.01 86.86 87.09 86.94 86.94 86.79 86.63 86.94 86.79 86.71
 86.56 86.63 86.86 86.86 86.63 86.86 86.63 87.01 87.01 86.48 87.09 87.09
 87.32 87.4  87.17 87.24 87.4  87.17 87.17 86.94 87.09 87.78 87.85 87.85
 87.93 87.78 87.47 87.7  87.78 87.78 89.07 88.77 89.15 88.85 88.77 88.92
 88.85 88.85 88.69 89.   86.33 86.94 86.86 86.86 86.79 86.63 86.63 86.63
 86.86 86.86 86.48 86.63 86.63 86.86 86.56 87.09 86.48 86.86 86.94 86.71
 86.56 86.56 86.25 86.79 86.79 86.79 86.71 86.79 86.71 86.4  87.09 86.94
 87.01 86.86 86.71 86.86 86.94 87.17 86.94 87.7  87.4  87.47 87.78 87.55
 87.78 87.7  87.55 87.7  88.08 88.69 88.62 89.07 88.62 89.15 88.77 89.
 89.   89.07 88.85 87.17 86.79 87.01 86.86 86.56 86.94 86.86 86.79 86.79
 87.01 86.94 86.71 86.79 86.63 86.86 86.71 86.56 86.94 86.71 86.79 87.01
 86.71 86.63 86.71 86.79 86.71 86.86 86.79 86.86 87.17 87.17 87.09 87.09
 87.47 87.09 87.01 87.09 87.09 87.32 87.85 87.85 88.01 88.01 87.93 87.62
 87.62 87.62 87.17 87.85 88.69 88.54 88.69 88.77 88.54 88.92 88.85 89.
 89.   88.69 87.24 86.71 86.79 86.94 86.94 87.01 87.09 86.79 87.09 86.71
 86.48 86.56 86.71 86.56 86.94 86.79 86.71 86.63 86.33 86.48 86.79 87.09
 86.86 86.33 86.79 86.71 86.56 86.63 86.56 86.71 86.79 86.86 86.94]",915,1,5,0.32,0.32
3,Tag2,Tag1,1757521132.2355225,1757521133.5361125,"[87.17 84.95 85.64 85.64 85.79 86.02 85.79 86.33 86.02 86.02 85.11 85.26
 85.64 85.18 85.26 85.95 85.03 85.03 85.18 87.47 87.85 88.16 87.85 88.62
 88.16 87.93 87.7  88.01 87.17 87.4  89.   88.01 87.55 87.24 88.39 87.55
 87.85 87.7  87.93 87.01 86.25 86.4  87.32 86.4  86.33 87.09 87.62 86.33
 86.94 85.49 85.11 85.49 86.1  85.79 85.95 85.56 85.95 85.34 85.41 85.79
 85.64 86.1  85.95 85.72 85.95 86.02 86.33 86.18 85.72 85.41 85.56 85.49
 85.18 85.56 85.56 85.41 85.26 85.26 87.85 88.24 88.31 88.31 88.01 87.78
 87.7  88.62 87.93 88.08 87.78 87.78 88.01 87.93 87.62 87.62 87.78 88.46
 87.85 88.08 87.09 86.33 86.63 87.17 87.01 87.24 86.86 86.56 86.48 87.09
 85.41 85.87 86.4  85.72 85.79 85.64 85.49 85.95 85.34 85.64 86.48 86.02
 86.25 85.56 85.95 85.26 85.49 86.48 85.79 85.18 86.1  85.41 85.87 86.1
 84.88 85.49 84.88 85.49 85.18 87.4  87.7  87.85 88.54 88.46 88.46 87.93
 87.93 87.4  87.47 87.62 87.4  88.31 88.62 87.47 87.93 88.08 88.01 88.16
 87.55 86.63 87.09 87.24 86.79 87.4  87.47 86.71 87.01 86.86 87.09 86.48
 85.49 85.49 85.72 86.33 86.02 86.48 85.34 86.1  87.01 86.4  86.4  86.33
 86.4  85.79 86.1  85.95 85.41 86.1  85.49 86.1  85.56 85.64 86.33 85.72
 85.41 87.09 86.02 87.09 88.01 87.85 89.07 89.61 89.3  87.47 87.55 88.08
 88.69 87.85 87.62 87.7  87.93 87.47 87.24 87.85 87.4  88.69 87.55 87.85
 87.55 86.33 87.17 86.48 87.01 87.32 86.79 87.01 86.79 87.24 85.41 85.95
 85.64 85.56 86.1  85.11 85.79 87.17 85.79 86.1  85.95 86.1  86.56 85.72
 85.95 85.64 85.95 85.72 85.95 85.41 86.48 85.95 85.72 85.87 85.26 85.26
 85.41 85.87 85.64 87.85 87.55 87.78 87.93 87.62 87.55 87.55 88.01 87.7
 87.24 88.16 88.16 87.55 87.93 87.32 87.24 87.24 87.78 88.01 88.24 86.79
 87.09 87.7  87.01 86.79 87.32 86.48 87.62 86.94 87.09 85.95 85.87 85.18
 85.72 85.41 85.87 85.03 85.87 85.72 85.87 86.25 85.72 85.87]",915,1,5,0.32,0.32
4,Tag1,Tag2,1757521218.1184232,1757521219.4241233,"[94.11 94.8  94.34 94.57 94.57 94.49 94.72 94.34 94.19 94.49 95.41 95.79
 95.33 95.48 95.64 95.79 95.41 95.86 95.64 95.33 94.34 94.49 94.11 94.64
 94.42 94.19 94.03 94.42 94.42 94.34 92.28 92.51 92.43 92.89 92.66 92.66
 92.05 92.28 92.43 92.2  92.74 92.89 92.66 92.58 93.12 92.81 92.74 92.97
 92.58 92.66 93.88 93.8  94.03 93.73 93.65 93.96 93.96 94.11 93.65 93.73
 94.57 94.87 94.49 94.42 94.49 94.57 94.34 94.49 94.42 95.79 95.94 95.25
 95.64 95.79 95.03 95.25 95.25 95.33 95.48 94.26 94.72 94.26 94.19 94.34
 94.57 94.87 94.64 94.26 94.57 92.66 92.36 92.66 92.28 92.58 92.2  92.58
 92.89 92.51 92.51 92.89 93.35 93.04 93.19 93.04 92.89 93.35 93.19 93.27
 92.89 94.11 94.19 94.19 94.19 94.19 94.26 93.96 94.34 94.26 94.72 94.87
 94.8  94.72 94.72 95.1  94.72 94.64 94.42 94.57 96.02 95.86 95.56 95.64
 95.48 95.25 95.25 95.71 95.33 95.64 94.72 94.57 94.72 94.42 94.26 94.57
 94.87 94.11 94.49 94.49 92.28 92.43 92.58 92.66 92.36 92.66 92.51 92.51
 92.51 92.36 93.27 92.74 92.89 92.89 92.89 92.97 93.04 93.04 92.81 92.89
 93.96 94.11 93.96 94.03 94.03 93.73 94.19 93.88 93.88 94.34 94.26 94.49
 94.26 94.42 94.49 94.57 94.64 94.34 94.42 95.56 95.33 95.48 95.41 95.18
 95.71 95.1  95.03 95.41 95.56 94.57 94.26 94.26 94.42 94.26 94.42 94.26
 94.49 95.03 94.64 92.51 92.43 92.58 92.51 92.05 92.58 92.58 92.66 92.51
 92.28 92.89 93.19 93.19 92.97 92.97 93.5  93.04 92.89 92.97 93.12 94.03
 94.11 94.57 94.11 94.19 94.03 94.26 94.03 94.34 94.72 95.03 94.87 94.8
 94.8  94.64 94.42 94.57 94.64 94.49 95.56 95.41 95.64 95.56 95.56 95.56
 95.48 95.71 95.25 95.94 94.42 94.72 94.42 94.49 94.64 94.57 94.87 94.87
 94.72 95.03 92.58 92.97 92.58 92.51 92.58 92.51 92.51 92.74 92.74 92.81
 92.89 93.19 93.12 92.89 93.27 92.81 92.74 93.27 93.12 94.03 93.96 93.96
 94.42 94.34 93.96 94.57 94.11 93.96 94.19 93.88 94.34 93.8  94.26]",915,2,5,0.34,0.34
5,Tag2,Tag1,1757521220.6375203,1757521221.9420974,"[92.66 92.97 93.42 93.19 93.88 93.12 93.58 94.34 93.19 93.35 92.81 91.82
 91.82 92.51 92.28 93.12 91.36 91.67 93.65 92.43 93.96 93.35 93.27 93.5
 93.58 92.97 95.41 95.94 94.03 91.21 94.49 91.59 92.2  93.04 91.29 92.28
 91.06 91.52 91.29 89.99 89.23 90.91 90.22 90.37 91.74 90.07 89.61 89.68
 89.15 89.99 89.84 89.91 89.91 90.07 89.15 89.84 89.3  89.91 89.68 93.35
 93.88 92.66 93.5  93.42 93.5  93.42 93.27 93.12 92.81 92.81 91.67 92.89
 92.2  91.82 92.05 91.74 91.9  92.13 93.73 93.04 94.03 93.5  94.26 93.58
 94.11 93.58 94.57 94.11 91.9  90.91 90.83 91.59 91.59 91.59 91.29 91.13
 91.97 91.44 89.53 90.3  90.22 89.84 89.61 89.3  90.07 89.99 90.07 89.
 89.   89.07 89.61 90.91 90.14 89.68 90.37 89.3  89.46 90.45 93.04 93.42
 93.65 93.5  93.42 93.19 93.73 93.65 94.26 93.73 91.52 92.28 92.89 91.97
 91.97 92.89 91.36 92.13 92.51 94.42 93.58 95.18 94.19 95.86 93.73 94.87
 94.72 94.26 95.1  91.67 92.13 92.28 92.51 91.06 91.9  91.06 91.06 91.82
 91.67 90.3  90.52 90.91 89.91 90.83 90.14 90.52 91.21 90.3  90.75 89.99
 90.07 89.68 89.53 89.99 90.07 89.84 90.3  89.68 89.84 93.12 93.12 92.89
 93.19 93.5  93.35 96.25 93.42 93.8  95.33 94.49 93.88 94.42 91.82 91.82
 91.97 92.28 94.03 91.9  93.35 93.42 93.35 93.42 94.19 93.65 93.58 94.03
 94.19 93.35 91.74 94.34 90.91 90.83 91.52 90.6  91.21 91.06 91.21 91.06
 90.07 89.84 89.46 89.46 89.53 92.36 89.68 89.99 90.3  90.07 89.84 89.38
 89.23 89.46 89.61 89.91 89.61 89.68 89.61 89.61 92.51 94.64 95.03 94.95
 95.18 93.04 93.27 95.03 93.27 93.42 92.13 94.19 93.04 92.13 91.67 91.82
 91.9  91.29 92.05 93.58 92.89 93.96 93.12 93.27 93.5  93.19 93.5  93.12
 93.04 90.98 91.21 91.44 91.21 90.83 90.37 90.68 90.45 90.6  91.06 89.3
 89.46 89.3  89.68 90.68 89.15 89.91 89.38 89.76 89.61 89.84 90.14 89.99
 90.14 89.91 89.15 89.61 89.84 91.13 91.44 89.99 90.14 89.46 89.53]",915,2,5,0.34,0.34
6,Tag1,Tag2,1757521364.2360544,1757521365.5385547,"[100.6  103.11 103.11 103.11 102.96 103.04 102.81 102.81 102.96 103.19
 103.04 103.72 104.1  104.1  103.95 103.57 104.26 104.03 104.03 103.72
 100.9  100.14 100.44 100.21 100.52 100.29 100.21 100.52 100.6  100.37
  99.22  98.76  99.3   99.15  99.07  99.3   99.45  99.15  99.3   99.37
 100.14 100.52 100.37 100.21 100.67 100.21 100.37 100.44 100.37 100.67
 102.2  102.04 102.58 102.43 102.12 102.35 102.2  102.04 102.5  102.27
 102.88 102.88 102.96 103.04 102.88 103.19 103.42 103.57 103.27 103.27
 104.18 104.03 104.18 104.26 103.95 104.03 104.26 104.03 104.03 100.82
 100.44  99.98 100.44 100.29 100.52 100.75 100.44 100.29 100.44  99.07
  99.3   99.15  99.07  99.3   99.15  99.45  99.3   99.37  99.15 100.29
 100.52 100.29 100.06 100.52 100.37 100.14 100.44 100.06 100.52 102.43
 102.12 102.5  101.97 102.2  102.27 102.43 102.04 102.5  102.12 102.81
 103.11 103.27 103.04 102.73 103.04 103.04 102.88 103.27 103.19 103.95
 103.72 104.1  103.8  104.1  104.03 103.95 103.95 104.03 100.37 100.52
 100.14 100.44  99.98 100.29 100.44 100.29 100.21 100.37  99.22  98.99
  99.68  99.07  99.15  99.53  99.15  99.53  99.07  99.3  100.44 100.37
 100.44 100.14 100.37 100.6  100.82 100.52 100.52 100.29 102.04 102.35
 102.12 101.97 101.82 102.04 102.2  102.43 102.43 102.66 103.04 103.04
 102.81 103.11 103.11 103.19 103.11 103.27 102.96 104.03 104.1  103.95
 103.65 103.57 103.72 103.8  103.65 103.8  103.88 100.21 100.44  99.98
 100.21 100.29  99.91 100.37 100.14 100.29 100.37  99.3   99.3   99.3
  99.22  98.99  99.22  99.15  99.3   99.45  99.15 100.52 100.67 100.67
 100.75 100.29 100.44 100.6  100.29 100.44 100.29 101.74 102.35 102.5
 102.27 102.43 102.12 102.58 101.97 101.97 102.35 103.11 103.11 103.27
 103.11 103.04 102.96 103.27 103.34 102.96 104.33 104.03 103.72 104.1
 104.18 103.88 104.18 104.33 104.18 104.1  100.37 100.21 100.44 100.21
 100.6  100.14  99.91 100.14 100.29 100.44  99.15  99.15  99.07  99.3
  99.07  99.15  99.15  99.37  99.37  99.07 100.06 100.52 100.37 100.21
 100.29 100.06 100.37 100.52 100.06 100.21 102.04 102.04 102.5  102.12
 102.04 102.27 101.82 101.97 102.35 102.2  102.43 102.04 101.97]",915,3,5,0.36,0.36
7,Tag2,Tag1,1757521366.7725627,1757521368.0792534,"[ 96.48  99.98 100.52 100.9  100.37 100.6  100.21 100.44  99.68  99.68
  99.15  99.83  98.84  99.91  98.54  99.15  99.6   99.98  99.68  97.92
  98.54  97.92  97.54  97.62  98.54  97.47  98.54  98.08  98.08  93.96
  94.64  94.42  93.88  94.42  94.57  94.11  93.96  93.5   94.11  93.73
  93.8   93.8   93.8   93.88  93.27  92.89  93.58  93.27  92.97  94.64
  95.25  94.87  94.95  96.09  95.79  94.95  96.09  95.56  95.48 100.9
  99.83 100.14 100.29 101.36 100.21 100.67 101.36 100.21  99.07  98.92
  99.3   98.76  99.91  99.76 100.21  99.45  99.15  99.22  97.01  98.15
  98.23  98.23  97.85  97.24  98.08  97.77  98.38  99.45  94.03  93.88
  93.35  93.8   94.11  93.8   96.02  94.72  93.42  93.35  93.58  93.27
  93.27  93.88  93.5   93.12  93.04  94.49  94.03  93.88  95.1   95.41
  94.95  97.24  96.02  95.48  95.79  97.77  95.56  95.25 102.35 100.52
 100.82 102.81 100.44 100.37 100.67 100.82 101.05  98.76  99.45  99.3
  98.92  98.76  99.3   98.46  98.99  98.84  99.37  97.7   97.16  98.
  98.46  98.38  97.62  98.    97.77  97.16  98.61  93.19  93.8   94.34
  93.88  93.58  94.26  94.19  94.42  95.03  94.19  93.58  93.8   93.58
  93.35  93.65  93.88  94.26  93.19  93.88  92.74  95.33  95.48  94.8
  95.33  95.48  94.87  95.25  94.95  94.95 100.52 100.21  99.98 100.67
 100.14 100.44 100.37 100.67 100.44 100.52  99.83  99.68  99.98  98.99
  99.3   99.6   99.83  98.99  98.76  99.98  98.76  97.39  97.92  97.62
  98.69  98.23  98.    97.62  98.23  97.62  93.73  93.96  93.65  93.73
  94.26  95.1   94.49  94.26  93.58  93.8   93.19  93.35  93.35  93.04
  94.34  93.35  93.65  93.65  93.19  93.65  96.02  96.48  95.1   95.18
  95.41  94.72  95.48  95.71  94.72 100.14 100.44 100.6  100.14  99.98
  99.6  100.29 100.37 100.6  100.06  99.98  99.3   99.22  98.46  99.22
  98.76  99.53  99.07  98.76  98.84  98.15  97.39  97.7   97.62  98.84
  97.47  98.    97.09  97.7   97.77  94.11  94.03  93.58  94.72  94.03
  94.11  93.88  93.88  93.88  93.96  93.5   94.26  93.04  93.5   93.27
  93.19  94.42  93.58  92.58  93.96  94.8   94.64  94.8   95.1   95.86
  94.72  94.64  95.25  95.64  95.33  95.71  94.57  95.71]",915,3,5,0.36,0.36
8,Tag1,Tag2,1757521650.0927286,1757521651.3980038,"[106.47 109.67 110.13 110.21 109.75 109.98 109.98 109.9  109.98 109.83
 110.67 110.44 110.36 110.28 110.51 110.36 110.67 110.13 110.36 110.51
 104.1  104.72 104.33 104.49 104.33 104.64 104.79 104.18 104.64 104.49
 104.94 104.79 105.25 104.94 104.94 105.1  104.94 104.87 105.02 104.87
 106.39 106.47 106.85 106.7  106.47 106.55 106.62 106.62 106.7  109.37
 109.6  109.14 109.14 108.99 108.99 109.06 108.91 109.22 108.91 110.13
 109.67 109.83 109.98 109.9  110.28 109.9  109.98 109.83 110.06 110.51
 110.21 110.51 110.36 110.44 110.82 110.51 110.59 110.67 110.21 104.49
 104.64 104.79 104.49 104.72 104.56 104.18 104.56 104.64 104.41 104.94
 105.17 104.94 105.17 104.79 104.87 104.94 105.17 104.79 104.87 106.62
 106.7  106.78 106.85 106.55 106.7  106.62 106.47 106.7  109.14 109.14
 109.14 109.14 109.06 109.06 109.37 109.14 109.06 109.52 109.9  109.52
 109.83 109.75 109.67 109.83 109.98 110.06 110.06 109.83 110.59 110.21
 110.21 110.21 110.67 110.28 110.74 110.51 110.21 110.59 104.41 104.33
 104.41 104.33 104.49 104.72 104.49 104.49 104.87 104.33 104.94 105.1
 105.1  105.02 104.79 105.4  105.1  104.79 105.33 106.93 106.85 106.78
 106.7  106.62 106.85 106.7  106.62 106.7  106.7  109.14 109.06 109.22
 109.14 109.06 109.52 109.22 109.6  109.29 109.37 110.21 110.21 110.13
 110.06 109.98 110.13 110.28 109.9  109.75 109.98 110.59 110.44 110.67
 110.74 110.36 110.51 110.44 110.74 110.51 110.21 104.49 104.49 104.64
 104.87 104.56 104.72 104.49 104.64 104.64 104.56 104.87 105.25 105.1
 104.87 104.87 104.94 104.79 104.94 105.48 106.55 106.85 106.78 106.47
 106.55 106.55 106.78 106.78 106.93 106.7  109.06 109.06 108.76 109.14
 109.14 108.91 109.22 108.83 108.76 108.99 109.6  109.75 109.75 110.21
 109.6  110.28 110.44 110.06 109.52 109.67 110.44 110.28 110.28 110.06
 109.98 110.36 110.21 110.13 110.44 110.36 104.49 104.49 105.1  104.56
 104.18 104.41 104.49 104.18 104.49 104.33 105.02 104.94 105.17 104.79
 105.17 104.87 104.56 105.1  104.94 106.93 107.08 106.7  106.62 107.16
 106.93 106.7  106.62 106.78 106.47 109.22 109.06 108.83 108.99 109.22
 109.22 109.37 109.45 109.14 108.91 108.91 109.06 109.14 108.99]",915,4,5,0.38,0.38
9,Tag2,Tag1,1757521652.636612,1757521653.9418576,"[ 95.56 101.66 101.21 101.05 101.82 101.59 101.21 101.05 100.29 100.9
 100.9  101.21 100.75 100.75 100.9  101.21 101.21 100.98 101.05 100.98
  95.56  95.18  95.64  95.79  95.48  95.18  95.18  95.86  94.87  95.56
  90.98  90.98  91.97  91.21  91.06  91.44  91.82  91.36  91.13  92.66
  92.51  93.19  92.2   91.9   91.9   92.13  92.36  93.35  93.04  96.09
  95.64  96.17  96.4   96.7   96.17  96.48  95.79  96.09  95.48 101.13
 100.98 100.98 101.89 100.9  101.28 101.59 101.28 101.21 100.75 101.13
 101.21 101.05 100.98 101.05 101.28 100.9  100.98 101.82 101.66  95.1
  95.56  95.71  95.94  95.56  95.18  95.56  95.25  95.94  95.03  91.21
  92.05  91.59  91.21  91.9   90.83  90.91  91.67  91.36  93.35  93.12
  92.36  92.51  92.51  92.28  93.04  92.66  92.89  92.51  96.25  96.55
  96.09  96.25  97.54  95.94  96.25  96.4   96.93  96.32 100.6  100.9
 100.82 100.98 101.36 101.13 101.36 100.75 100.82 101.21 100.37 101.05
 100.75 101.66 101.05 100.6  100.44 100.67 101.13 100.9   95.48  95.48
  95.41  95.25  95.41  96.02  95.03  96.09  95.03  95.56  90.98  91.29
  90.75  91.29  90.83  91.21  91.67  91.06  92.05  94.34  92.13  92.66
  93.5   93.8   92.89  93.42  91.97  92.74  92.28  96.25  96.17  95.64
  96.09  95.79  96.02  96.63  96.48  96.4   96.7  101.13 100.98 101.13
 101.05 101.05 101.21 100.98 101.43 101.36 100.82 101.05 100.9  100.82
 100.67 100.82 100.98 100.82 100.82 101.51 101.13  94.87  96.02  95.1
  95.1   95.25  95.33  95.48  95.41  95.03  91.74  91.59  90.75  91.97
  90.91  91.21  91.06  90.98  90.22  90.83  92.36  93.65  92.66  92.74
  92.97  92.97  92.05  92.66  92.28  92.51  96.02  95.79  96.86  96.4
  96.32  96.02  95.56  95.94  96.17  95.79 101.28 101.05 100.9  101.13
 101.21 100.9  100.67 101.97 101.21 101.21 101.36 101.13 100.98 100.98
 101.21 101.05 100.75 100.37 100.9  100.9   95.18  95.1   95.18  95.33
  95.71  95.33  95.1   95.03  95.71  90.52  91.21  91.36  91.74  91.13
  90.45  90.98  91.29  91.13  92.05  92.66  92.66  93.8   93.04  92.81
  92.81  92.51  92.66  92.97  92.51  96.7   96.09  96.25  96.32  95.79
  96.02  96.32  96.02  95.79  96.25  96.09  95.79  96.32  97.39]",915,4,5,0.38,0.38
