,Rx,Tx,Voltages (mV),Phase1,Phase3,Phase4,Phase6,Phase7,Phase8,Frequency (MHz),Run Exp Num,NumMPPs,Dist (m)
651,Tag1,Tag2,"[543.34  78.85  78.85  78.93  78.93  78.7   79.08  78.85  79.08  78.77
  78.09  78.55  78.7   78.24  78.09  78.7   78.32  78.16  78.24  78.47
  81.9   81.9   81.67  81.6   81.98  81.6   81.83  81.9   81.67  81.67
  81.06  80.99  81.14  81.14  81.14  81.29  81.14  80.91  81.22  80.91
  80.38  80.45  80.91  80.83  81.29  81.29  80.91  80.99  80.91  80.3
  79.39  79.54  79.69  79.46  79.84  79.69  79.77  79.77  79.54  79.69
  78.93  78.62  78.85  79.    79.    78.85  78.93  78.93  79.31  78.55
  78.47  78.39  78.16  78.16  78.32  77.86  78.16  78.01  78.01  81.83
  81.83  82.06  82.21  81.67  81.67  81.9   81.6   81.83  81.52  80.99
  81.06  80.76  81.14  80.99  80.99  81.98  80.61  81.29  80.99  80.3
  80.53  80.53  80.61  80.3   80.91  80.22  80.53  80.53  80.45  79.39
  79.61  79.61  79.61  79.69  79.46  79.16  79.61  79.46  79.77  78.62
  78.7   78.93  78.85  79.    78.77  78.62  79.08  78.77  78.01  78.39
  78.16  78.01  77.94  78.24  78.09  77.94  77.78  78.55  81.9   81.83
  81.9   81.67  81.75  81.9   81.67  81.75  81.67  81.29  80.61  80.53
  80.83  80.76  80.68  80.83  80.53  80.68  80.68  80.61  80.15  80.15
  79.92  80.22  80.22  80.45  80.3   80.38  80.61  80.07  79.54  79.16
  79.31  79.31  80.38  80.68  79.46  79.69  79.54  78.77  79.    79.84
  79.31  79.69  79.23  79.31  79.08  78.55  78.93  78.09  78.32  78.55
  78.62  78.01  78.32  78.39  78.39  78.16  78.01  81.67  81.67  81.45
  81.67  81.52  81.45  81.83  81.83  81.9   81.37  81.37  81.06  81.06
  80.76  80.99  80.91  81.22  81.22  81.06  81.14  80.76  80.61  80.22
  80.76  80.68  80.76  80.61  80.68  80.61  80.45  79.39  79.31  79.54
  79.39  79.92  79.69  79.54  79.77  79.31  78.85  78.77  78.85  78.77
  78.77  78.62  78.7   78.93  78.93  78.85  78.09  78.55  78.24  78.32
  78.16  77.94  78.24  78.16  77.94  78.47  81.6   81.75  81.6   81.75
  81.6   81.75  81.6   81.6   81.6   81.52  80.99  80.83  80.68  81.06
  81.29  81.22  80.91  81.06  80.99  81.29  80.76  80.61  80.45  80.76
  80.83  80.83  80.53  80.45  80.38  79.77  79.77  79.69  80.68  80.
  79.31  80.07  79.77  79.92  79.31  79.16  79.61  79.54  79.31]",78.93,78.16,81.83,80.99,80.53,79.61,945,5,1,1.2
652,Tag1,Tag2,"[543.34  78.85  78.85  78.93  78.93  78.7   79.08  78.85  79.08  78.77
  78.09  78.55  78.7   78.24  78.09  78.7   78.32  78.16  78.24  78.47
  81.9   81.9   81.67  81.6   81.98  81.6   81.83  81.9   81.67  81.67
  81.06  80.99  81.14  81.14  81.14  81.29  81.14  80.91  81.22  80.91
  80.38  80.45  80.91  80.83  81.29  81.29  80.91  80.99  80.91  80.3
  79.39  79.54  79.69  79.46  79.84  79.69  79.77  79.77  79.54  79.69
  78.93  78.62  78.85  79.    79.    78.85  78.93  78.93  79.31  78.55
  78.47  78.39  78.16  78.16  78.32  77.86  78.16  78.01  78.01  81.83
  81.83  82.06  82.21  81.67  81.67  81.9   81.6   81.83  81.52  80.99
  81.06  80.76  81.14  80.99  80.99  81.98  80.61  81.29  80.99  80.3
  80.53  80.53  80.61  80.3   80.91  80.22  80.53  80.53  80.45  79.39
  79.61  79.61  79.61  79.69  79.46  79.16  79.61  79.46  79.77  78.62
  78.7   78.93  78.85  79.    78.77  78.62  79.08  78.77  78.01  78.39
  78.16  78.01  77.94  78.24  78.09  77.94  77.78  78.55  81.9   81.83
  81.9   81.67  81.75  81.9   81.67  81.75  81.67  81.29  80.61  80.53
  80.83  80.76  80.68  80.83  80.53  80.68  80.68  80.61  80.15  80.15
  79.92  80.22  80.22  80.45  80.3   80.38  80.61  80.07  79.54  79.16
  79.31  79.31  80.38  80.68  79.46  79.69  79.54  78.77  79.    79.84
  79.31  79.69  79.23  79.31  79.08  78.55  78.93  78.09  78.32  78.55
  78.62  78.01  78.32  78.39  78.39  78.16  78.01  81.67  81.67  81.45
  81.67  81.52  81.45  81.83  81.83  81.9   81.37  81.37  81.06  81.06
  80.76  80.99  80.91  81.22  81.22  81.06  81.14  80.76  80.61  80.22
  80.76  80.68  80.76  80.61  80.68  80.61  80.45  79.39  79.31  79.54
  79.39  79.92  79.69  79.54  79.77  79.31  78.85  78.77  78.85  78.77
  78.77  78.62  78.7   78.93  78.93  78.85  78.09  78.55  78.24  78.32
  78.16  77.94  78.24  78.16  77.94  78.47  81.6   81.75  81.6   81.75
  81.6   81.75  81.6   81.6   81.6   81.52  80.99  80.83  80.68  81.06
  81.29  81.22  80.91  81.06  80.99  81.29  80.76  80.61  80.45  80.76
  80.83  80.83  80.53  80.45  80.38  79.77  79.77  79.69  80.68  80.
  79.31  80.07  79.77  79.92  79.31  79.16  79.61  79.54  79.31]",78.81,78.05000000000001,81.75,80.68,80.22,79.5,945,5,1,1.2
653,Tag1,Tag2,"[543.34  78.85  78.85  78.93  78.93  78.7   79.08  78.85  79.08  78.77
  78.09  78.55  78.7   78.24  78.09  78.7   78.32  78.16  78.24  78.47
  81.9   81.9   81.67  81.6   81.98  81.6   81.83  81.9   81.67  81.67
  81.06  80.99  81.14  81.14  81.14  81.29  81.14  80.91  81.22  80.91
  80.38  80.45  80.91  80.83  81.29  81.29  80.91  80.99  80.91  80.3
  79.39  79.54  79.69  79.46  79.84  79.69  79.77  79.77  79.54  79.69
  78.93  78.62  78.85  79.    79.    78.85  78.93  78.93  79.31  78.55
  78.47  78.39  78.16  78.16  78.32  77.86  78.16  78.01  78.01  81.83
  81.83  82.06  82.21  81.67  81.67  81.9   81.6   81.83  81.52  80.99
  81.06  80.76  81.14  80.99  80.99  81.98  80.61  81.29  80.99  80.3
  80.53  80.53  80.61  80.3   80.91  80.22  80.53  80.53  80.45  79.39
  79.61  79.61  79.61  79.69  79.46  79.16  79.61  79.46  79.77  78.62
  78.7   78.93  78.85  79.    78.77  78.62  79.08  78.77  78.01  78.39
  78.16  78.01  77.94  78.24  78.09  77.94  77.78  78.55  81.9   81.83
  81.9   81.67  81.75  81.9   81.67  81.75  81.67  81.29  80.61  80.53
  80.83  80.76  80.68  80.83  80.53  80.68  80.68  80.61  80.15  80.15
  79.92  80.22  80.22  80.45  80.3   80.38  80.61  80.07  79.54  79.16
  79.31  79.31  80.38  80.68  79.46  79.69  79.54  78.77  79.    79.84
  79.31  79.69  79.23  79.31  79.08  78.55  78.93  78.09  78.32  78.55
  78.62  78.01  78.32  78.39  78.39  78.16  78.01  81.67  81.67  81.45
  81.67  81.52  81.45  81.83  81.83  81.9   81.37  81.37  81.06  81.06
  80.76  80.99  80.91  81.22  81.22  81.06  81.14  80.76  80.61  80.22
  80.76  80.68  80.76  80.61  80.68  80.61  80.45  79.39  79.31  79.54
  79.39  79.92  79.69  79.54  79.77  79.31  78.85  78.77  78.85  78.77
  78.77  78.62  78.7   78.93  78.93  78.85  78.09  78.55  78.24  78.32
  78.16  77.94  78.24  78.16  77.94  78.47  81.6   81.75  81.6   81.75
  81.6   81.75  81.6   81.6   81.6   81.52  80.99  80.83  80.68  81.06
  81.29  81.22  80.91  81.06  80.99  81.29  80.76  80.61  80.45  80.76
  80.83  80.83  80.53  80.45  80.38  79.77  79.77  79.69  80.68  80.
  79.31  80.07  79.77  79.92  79.31  79.16  79.61  79.54  79.31]",79.155,78.35499999999999,81.67,81.06,80.64500000000001,79.465,945,5,1,1.2
654,Tag1,Tag2,"[543.34  78.85  78.85  78.93  78.93  78.7   79.08  78.85  79.08  78.77
  78.09  78.55  78.7   78.24  78.09  78.7   78.32  78.16  78.24  78.47
  81.9   81.9   81.67  81.6   81.98  81.6   81.83  81.9   81.67  81.67
  81.06  80.99  81.14  81.14  81.14  81.29  81.14  80.91  81.22  80.91
  80.38  80.45  80.91  80.83  81.29  81.29  80.91  80.99  80.91  80.3
  79.39  79.54  79.69  79.46  79.84  79.69  79.77  79.77  79.54  79.69
  78.93  78.62  78.85  79.    79.    78.85  78.93  78.93  79.31  78.55
  78.47  78.39  78.16  78.16  78.32  77.86  78.16  78.01  78.01  81.83
  81.83  82.06  82.21  81.67  81.67  81.9   81.6   81.83  81.52  80.99
  81.06  80.76  81.14  80.99  80.99  81.98  80.61  81.29  80.99  80.3
  80.53  80.53  80.61  80.3   80.91  80.22  80.53  80.53  80.45  79.39
  79.61  79.61  79.61  79.69  79.46  79.16  79.61  79.46  79.77  78.62
  78.7   78.93  78.85  79.    78.77  78.62  79.08  78.77  78.01  78.39
  78.16  78.01  77.94  78.24  78.09  77.94  77.78  78.55  81.9   81.83
  81.9   81.67  81.75  81.9   81.67  81.75  81.67  81.29  80.61  80.53
  80.83  80.76  80.68  80.83  80.53  80.68  80.68  80.61  80.15  80.15
  79.92  80.22  80.22  80.45  80.3   80.38  80.61  80.07  79.54  79.16
  79.31  79.31  80.38  80.68  79.46  79.69  79.54  78.77  79.    79.84
  79.31  79.69  79.23  79.31  79.08  78.55  78.93  78.09  78.32  78.55
  78.62  78.01  78.32  78.39  78.39  78.16  78.01  81.67  81.67  81.45
  81.67  81.52  81.45  81.83  81.83  81.9   81.37  81.37  81.06  81.06
  80.76  80.99  80.91  81.22  81.22  81.06  81.14  80.76  80.61  80.22
  80.76  80.68  80.76  80.61  80.68  80.61  80.45  79.39  79.31  79.54
  79.39  79.92  79.69  79.54  79.77  79.31  78.85  78.77  78.85  78.77
  78.77  78.62  78.7   78.93  78.93  78.85  78.09  78.55  78.24  78.32
  78.16  77.94  78.24  78.16  77.94  78.47  81.6   81.75  81.6   81.75
  81.6   81.75  81.6   81.6   81.6   81.52  80.99  80.83  80.68  81.06
  81.29  81.22  80.91  81.06  80.99  81.29  80.76  80.61  80.45  80.76
  80.83  80.83  80.53  80.45  80.38  79.77  79.77  79.69  80.68  80.
  79.31  80.07  79.77  79.92  79.31  79.16  79.61  79.54  79.31]",78.77,78.24,81.6,81.025,80.49000000000001,79.72999999999999,945,5,1,1.2
655,Tag2,Tag1,"[139.35  43.22  43.91  43.22  43.83  43.3   43.3   43.3   42.31  43.91
  46.12  45.28  46.5   44.98  45.97  44.82  44.9   46.27  45.2   43.37
  42.61  41.92  41.62  42.46  41.47  41.92  41.54  41.54  41.47  41.24
  40.78  40.63  42.    41.77  42.15  41.62  41.85  41.47  40.7   42.46
  44.9   43.37  43.22  42.76  43.07  42.69  42.31  43.07  42.92  45.13
  45.89  45.59  45.59  45.59  44.82  44.82  45.59  44.98  45.05  43.83
  42.76  43.07  43.98  43.3   42.92  43.53  43.98  42.99  42.61  46.65
  46.04  44.37  44.82  47.34  45.13  46.2   44.59  45.36  40.93  41.31
  41.47  40.86  39.79  41.47  40.86  41.08  40.63  40.47  41.7   41.39
  41.24  41.24  41.54  41.31  41.16  41.92  41.39  42.    42.92  42.76
  43.14  42.53  42.38  42.76  42.69  42.76  42.69  42.53  44.82  45.05
  45.05  45.43  45.59  44.67  45.05  45.36  48.18  44.75  43.68  43.45
  46.5   42.84  42.76  42.84  42.23  43.3   43.37  42.23  44.9   44.59
  45.74  43.37  47.42  44.67  46.12  44.98  45.51  43.14  40.86  41.39
  41.47  42.99  41.47  40.86  41.92  41.16  40.47  43.07  41.54  42.08
  41.85  41.92  43.83  41.24  42.38  41.39  41.24  42.84  43.07  42.92
  42.46  42.92  42.69  47.95  42.84  42.69  42.31  45.82  48.26  49.4
  48.33  45.2   51.54  44.59  45.74  44.52  44.06  44.29  43.37  42.76
  43.53  42.99  42.61  44.52  42.46  42.69  45.36  49.32  45.13  50.62
  44.9   45.89  45.59  46.04  49.32  46.35  43.37  41.16  40.78  41.47
  40.93  43.76  40.93  46.12  42.38  41.01  45.51  41.7   42.08  42.46
  47.11  42.15  46.96  40.63  46.43  44.67  42.31  42.69  47.42  45.97
  42.69  42.31  42.84  42.84  42.69  42.92  45.28  45.51  45.59  46.2
  44.44  44.82  44.44  44.59  45.2   44.82  42.46  42.53  42.08  42.38
  42.38  45.97  43.6   42.53  48.71  45.2   48.79  44.98  49.17  45.51
  49.86  44.9   51.    45.82  45.05  45.89  41.47  44.98  41.16  46.65
  41.47  46.58  41.39  42.53  41.47  42.53  41.24  41.01  46.88  41.85
  44.29  41.31  43.76  40.78  43.68  44.82  42.61  44.82  42.46  44.52
  42.38  42.69  45.89  42.23  42.31  45.13  44.59  46.27  46.5   48.79
  44.21  47.11  46.96  44.82  47.04  45.2   47.72  45.13  47.72]",43.3,45.24,41.769999999999996,41.545,42.995000000000005,45.36,945,5,1,1.2
656,Tag2,Tag1,"[139.35  43.22  43.91  43.22  43.83  43.3   43.3   43.3   42.31  43.91
  46.12  45.28  46.5   44.98  45.97  44.82  44.9   46.27  45.2   43.37
  42.61  41.92  41.62  42.46  41.47  41.92  41.54  41.54  41.47  41.24
  40.78  40.63  42.    41.77  42.15  41.62  41.85  41.47  40.7   42.46
  44.9   43.37  43.22  42.76  43.07  42.69  42.31  43.07  42.92  45.13
  45.89  45.59  45.59  45.59  44.82  44.82  45.59  44.98  45.05  43.83
  42.76  43.07  43.98  43.3   42.92  43.53  43.98  42.99  42.61  46.65
  46.04  44.37  44.82  47.34  45.13  46.2   44.59  45.36  40.93  41.31
  41.47  40.86  39.79  41.47  40.86  41.08  40.63  40.47  41.7   41.39
  41.24  41.24  41.54  41.31  41.16  41.92  41.39  42.    42.92  42.76
  43.14  42.53  42.38  42.76  42.69  42.76  42.69  42.53  44.82  45.05
  45.05  45.43  45.59  44.67  45.05  45.36  48.18  44.75  43.68  43.45
  46.5   42.84  42.76  42.84  42.23  43.3   43.37  42.23  44.9   44.59
  45.74  43.37  47.42  44.67  46.12  44.98  45.51  43.14  40.86  41.39
  41.47  42.99  41.47  40.86  41.92  41.16  40.47  43.07  41.54  42.08
  41.85  41.92  43.83  41.24  42.38  41.39  41.24  42.84  43.07  42.92
  42.46  42.92  42.69  47.95  42.84  42.69  42.31  45.82  48.26  49.4
  48.33  45.2   51.54  44.59  45.74  44.52  44.06  44.29  43.37  42.76
  43.53  42.99  42.61  44.52  42.46  42.69  45.36  49.32  45.13  50.62
  44.9   45.89  45.59  46.04  49.32  46.35  43.37  41.16  40.78  41.47
  40.93  43.76  40.93  46.12  42.38  41.01  45.51  41.7   42.08  42.46
  47.11  42.15  46.96  40.63  46.43  44.67  42.31  42.69  47.42  45.97
  42.69  42.31  42.84  42.84  42.69  42.92  45.28  45.51  45.59  46.2
  44.44  44.82  44.44  44.59  45.2   44.82  42.46  42.53  42.08  42.38
  42.38  45.97  43.6   42.53  48.71  45.2   48.79  44.98  49.17  45.51
  49.86  44.9   51.    45.82  45.05  45.89  41.47  44.98  41.16  46.65
  41.47  46.58  41.39  42.53  41.47  42.53  41.24  41.01  46.88  41.85
  44.29  41.31  43.76  40.78  43.68  44.82  42.61  44.82  42.46  44.52
  42.38  42.69  45.89  42.23  42.31  45.13  44.59  46.27  46.5   48.79
  44.21  47.11  46.96  44.82  47.04  45.2   47.72  45.13  47.72]",43.185,45.245000000000005,40.97,41.39,42.69,45.05,945,5,1,1.2
657,Tag2,Tag1,"[139.35  43.22  43.91  43.22  43.83  43.3   43.3   43.3   42.31  43.91
  46.12  45.28  46.5   44.98  45.97  44.82  44.9   46.27  45.2   43.37
  42.61  41.92  41.62  42.46  41.47  41.92  41.54  41.54  41.47  41.24
  40.78  40.63  42.    41.77  42.15  41.62  41.85  41.47  40.7   42.46
  44.9   43.37  43.22  42.76  43.07  42.69  42.31  43.07  42.92  45.13
  45.89  45.59  45.59  45.59  44.82  44.82  45.59  44.98  45.05  43.83
  42.76  43.07  43.98  43.3   42.92  43.53  43.98  42.99  42.61  46.65
  46.04  44.37  44.82  47.34  45.13  46.2   44.59  45.36  40.93  41.31
  41.47  40.86  39.79  41.47  40.86  41.08  40.63  40.47  41.7   41.39
  41.24  41.24  41.54  41.31  41.16  41.92  41.39  42.    42.92  42.76
  43.14  42.53  42.38  42.76  42.69  42.76  42.69  42.53  44.82  45.05
  45.05  45.43  45.59  44.67  45.05  45.36  48.18  44.75  43.68  43.45
  46.5   42.84  42.76  42.84  42.23  43.3   43.37  42.23  44.9   44.59
  45.74  43.37  47.42  44.67  46.12  44.98  45.51  43.14  40.86  41.39
  41.47  42.99  41.47  40.86  41.92  41.16  40.47  43.07  41.54  42.08
  41.85  41.92  43.83  41.24  42.38  41.39  41.24  42.84  43.07  42.92
  42.46  42.92  42.69  47.95  42.84  42.69  42.31  45.82  48.26  49.4
  48.33  45.2   51.54  44.59  45.74  44.52  44.06  44.29  43.37  42.76
  43.53  42.99  42.61  44.52  42.46  42.69  45.36  49.32  45.13  50.62
  44.9   45.89  45.59  46.04  49.32  46.35  43.37  41.16  40.78  41.47
  40.93  43.76  40.93  46.12  42.38  41.01  45.51  41.7   42.08  42.46
  47.11  42.15  46.96  40.63  46.43  44.67  42.31  42.69  47.42  45.97
  42.69  42.31  42.84  42.84  42.69  42.92  45.28  45.51  45.59  46.2
  44.44  44.82  44.44  44.59  45.2   44.82  42.46  42.53  42.08  42.38
  42.38  45.97  43.6   42.53  48.71  45.2   48.79  44.98  49.17  45.51
  49.86  44.9   51.    45.82  45.05  45.89  41.47  44.98  41.16  46.65
  41.47  46.58  41.39  42.53  41.47  42.53  41.24  41.01  46.88  41.85
  44.29  41.31  43.76  40.78  43.68  44.82  42.61  44.82  42.46  44.52
  42.38  42.69  45.89  42.23  42.31  45.13  44.59  46.27  46.5   48.79
  44.21  47.11  46.96  44.82  47.04  45.2   47.72  45.13  47.72]",43.07,44.94,41.43,41.885000000000005,42.88,45.47,945,5,1,1.2
658,Tag2,Tag1,"[139.35  43.22  43.91  43.22  43.83  43.3   43.3   43.3   42.31  43.91
  46.12  45.28  46.5   44.98  45.97  44.82  44.9   46.27  45.2   43.37
  42.61  41.92  41.62  42.46  41.47  41.92  41.54  41.54  41.47  41.24
  40.78  40.63  42.    41.77  42.15  41.62  41.85  41.47  40.7   42.46
  44.9   43.37  43.22  42.76  43.07  42.69  42.31  43.07  42.92  45.13
  45.89  45.59  45.59  45.59  44.82  44.82  45.59  44.98  45.05  43.83
  42.76  43.07  43.98  43.3   42.92  43.53  43.98  42.99  42.61  46.65
  46.04  44.37  44.82  47.34  45.13  46.2   44.59  45.36  40.93  41.31
  41.47  40.86  39.79  41.47  40.86  41.08  40.63  40.47  41.7   41.39
  41.24  41.24  41.54  41.31  41.16  41.92  41.39  42.    42.92  42.76
  43.14  42.53  42.38  42.76  42.69  42.76  42.69  42.53  44.82  45.05
  45.05  45.43  45.59  44.67  45.05  45.36  48.18  44.75  43.68  43.45
  46.5   42.84  42.76  42.84  42.23  43.3   43.37  42.23  44.9   44.59
  45.74  43.37  47.42  44.67  46.12  44.98  45.51  43.14  40.86  41.39
  41.47  42.99  41.47  40.86  41.92  41.16  40.47  43.07  41.54  42.08
  41.85  41.92  43.83  41.24  42.38  41.39  41.24  42.84  43.07  42.92
  42.46  42.92  42.69  47.95  42.84  42.69  42.31  45.82  48.26  49.4
  48.33  45.2   51.54  44.59  45.74  44.52  44.06  44.29  43.37  42.76
  43.53  42.99  42.61  44.52  42.46  42.69  45.36  49.32  45.13  50.62
  44.9   45.89  45.59  46.04  49.32  46.35  43.37  41.16  40.78  41.47
  40.93  43.76  40.93  46.12  42.38  41.01  45.51  41.7   42.08  42.46
  47.11  42.15  46.96  40.63  46.43  44.67  42.31  42.69  47.42  45.97
  42.69  42.31  42.84  42.84  42.69  42.92  45.28  45.51  45.59  46.2
  44.44  44.82  44.44  44.59  45.2   44.82  42.46  42.53  42.08  42.38
  42.38  45.97  43.6   42.53  48.71  45.2   48.79  44.98  49.17  45.51
  49.86  44.9   51.    45.82  45.05  45.89  41.47  44.98  41.16  46.65
  41.47  46.58  41.39  42.53  41.47  42.53  41.24  41.01  46.88  41.85
  44.29  41.31  43.76  40.78  43.68  44.82  42.61  44.82  42.46  44.52
  42.38  42.69  45.89  42.23  42.31  45.13  44.59  46.27  46.5   48.79
  44.21  47.11  46.96  44.82  47.04  45.2   47.72  45.13  47.72]",43.18,45.74,41.47,42.385000000000005,42.84,44.82,945,5,1,1.2
659,Tag2,Tag1,"[139.35  43.22  43.91  43.22  43.83  43.3   43.3   43.3   42.31  43.91
  46.12  45.28  46.5   44.98  45.97  44.82  44.9   46.27  45.2   43.37
  42.61  41.92  41.62  42.46  41.47  41.92  41.54  41.54  41.47  41.24
  40.78  40.63  42.    41.77  42.15  41.62  41.85  41.47  40.7   42.46
  44.9   43.37  43.22  42.76  43.07  42.69  42.31  43.07  42.92  45.13
  45.89  45.59  45.59  45.59  44.82  44.82  45.59  44.98  45.05  43.83
  42.76  43.07  43.98  43.3   42.92  43.53  43.98  42.99  42.61  46.65
  46.04  44.37  44.82  47.34  45.13  46.2   44.59  45.36  40.93  41.31
  41.47  40.86  39.79  41.47  40.86  41.08  40.63  40.47  41.7   41.39
  41.24  41.24  41.54  41.31  41.16  41.92  41.39  42.    42.92  42.76
  43.14  42.53  42.38  42.76  42.69  42.76  42.69  42.53  44.82  45.05
  45.05  45.43  45.59  44.67  45.05  45.36  48.18  44.75  43.68  43.45
  46.5   42.84  42.76  42.84  42.23  43.3   43.37  42.23  44.9   44.59
  45.74  43.37  47.42  44.67  46.12  44.98  45.51  43.14  40.86  41.39
  41.47  42.99  41.47  40.86  41.92  41.16  40.47  43.07  41.54  42.08
  41.85  41.92  43.83  41.24  42.38  41.39  41.24  42.84  43.07  42.92
  42.46  42.92  42.69  47.95  42.84  42.69  42.31  45.82  48.26  49.4
  48.33  45.2   51.54  44.59  45.74  44.52  44.06  44.29  43.37  42.76
  43.53  42.99  42.61  44.52  42.46  42.69  45.36  49.32  45.13  50.62
  44.9   45.89  45.59  46.04  49.32  46.35  43.37  41.16  40.78  41.47
  40.93  43.76  40.93  46.12  42.38  41.01  45.51  41.7   42.08  42.46
  47.11  42.15  46.96  40.63  46.43  44.67  42.31  42.69  47.42  45.97
  42.69  42.31  42.84  42.84  42.69  42.92  45.28  45.51  45.59  46.2
  44.44  44.82  44.44  44.59  45.2   44.82  42.46  42.53  42.08  42.38
  42.38  45.97  43.6   42.53  48.71  45.2   48.79  44.98  49.17  45.51
  49.86  44.9   51.    45.82  45.05  45.89  41.47  44.98  41.16  46.65
  41.47  46.58  41.39  42.53  41.47  42.53  41.24  41.01  46.88  41.85
  44.29  41.31  43.76  40.78  43.68  44.82  42.61  44.82  42.46  44.52
  42.38  42.69  45.89  42.23  42.31  45.13  44.59  46.27  46.5   48.79
  44.21  47.11  46.96  44.82  47.04  45.2   47.72  45.13  47.72]",43.065,45.665,42.0,43.144999999999996,43.605000000000004,46.730000000000004,945,5,1,1.2
660,Tag1,Tag2,"[  79.46 1256.77 1257.84 1258.83 1259.59 1258.83 1260.36 1259.98 1259.98
 1261.12 1260.28 1259.98 1259.44 1259.29 1259.98 1260.51 1260.66 1259.52
 1260.51 1260.36 1260.2  1262.57 1263.26 1262.72 1262.95 1262.65 1263.49
 1264.4  1262.72 1263.79 1265.39 1265.09 1266.   1264.86 1265.55 1266.08
 1266.31 1265.93 1266.46 1265.85 1265.47 1265.24 1266.08 1266.46 1265.55
 1265.62 1266.77 1266.16 1266.08 1265.62 1265.39 1264.48 1264.17 1264.63
 1265.09 1265.39 1264.71 1264.63 1263.79 1264.25 1263.87 1263.64 1264.4
 1263.33 1263.1  1262.65 1263.41 1263.49 1262.87 1262.65 1261.04 1261.12
 1261.5  1262.42 1261.35 1260.74 1261.35 1261.27 1260.43 1261.35 1261.88
 1261.96 1261.27 1260.43 1261.65 1259.9  1259.06 1259.59 1258.53 1261.81
 1261.43 1259.98 1260.36 1260.36 1260.28 1260.36 1259.44 1258.45 1259.21
 1257.92 1257.46 1257.15 1257.08 1257.53 1256.92 1257.   1256.54 1256.69
 1256.69 1255.25 1255.86 1255.93 1255.63 1254.18 1255.32 1255.17 1254.63
 1254.25 1254.02 1254.71 1255.09 1255.78 1254.94 1254.79 1255.78 1253.57
 1255.55 1255.02 1254.02 1253.57 1253.72 1253.49 1253.72 1252.8  1254.48
 1253.34 1253.57 1254.48 1254.33 1254.79 1255.63 1254.86 1255.86 1255.02
 1255.47 1255.4  1254.86 1255.09 1257.61 1257.08 1255.93 1255.86 1257.31
 1256.77 1256.54 1256.69 1257.08 1256.62 1256.01 1256.54 1256.31 1256.69
 1256.77 1256.01 1256.69 1255.93 1254.86 1256.31 1255.17 1254.79 1255.32
 1255.4  1254.71 1255.09 1256.01 1255.32 1254.94 1255.47 1255.32 1255.47
 1254.63 1254.02 1254.63 1255.17 1253.87 1255.09 1255.93 1256.24 1254.48
 1255.09 1254.94 1256.01 1255.09 1255.32 1254.94 1255.55 1254.79 1257.
 1257.38 1256.85 1256.08 1257.69 1257.31 1256.77 1257.53 1258.07 1256.69
 1258.53 1258.6  1258.3  1259.9  1259.37 1259.9  1258.83 1259.06 1259.67
 1258.6  1258.3  1259.37 1258.98 1258.6  1258.53 1257.76 1257.69 1258.3
 1258.45 1257.99 1257.   1256.24 1256.69 1257.   1257.99 1257.23 1256.92
 1258.14 1257.38 1257.   1256.77 1257.76 1255.78 1255.7  1255.93 1256.16
 1256.01 1257.08 1257.46 1255.25 1254.86 1254.02 1253.8  1254.56 1256.16
 1256.08 1254.86 1254.48 1255.55 1256.69 1255.47 1256.85 1256.08 1255.78
 1255.93 1256.24 1256.31 1256.01 1255.7  1259.06 1258.45 1257.84 1257.38
 1258.45 1258.45 1258.07 1256.69 1258.22 1257.84 1257.23 1257.   1256.31
 1257.38 1256.31 1257.31 1256.69 1256.47 1256.47 1256.16 1254.94 1257.23
 1255.78 1255.32 1255.86 1256.08 1255.32 1256.08 1255.4  1256.54 1255.78
 1256.01 1255.86]",1258.83,1260.13,1262.72,1265.74,1265.965,1264.67,845,6,1,1.2
