,Rx,Tx,Voltages (mV),Phase1,Phase3,Phase4,Phase6,Phase7,Phase8,Frequency (MHz),Run Exp Num,NumMPPs,Dist (m)
265,Tag2,Tag1,"[101.51  89.15  89.3   89.07  88.85  90.3   89.53  87.78  88.85  89.38
  89.84  89.91  90.83  90.6   90.22  90.37  90.22  91.44  89.91  87.32
  87.47  86.4   86.4   86.33  87.01  87.78  86.79  85.49  88.31  87.09
  87.4   88.16  87.55  87.24  88.24  87.85  87.7   87.17  89.46  90.22
  89.76  90.14  90.3   90.07  90.45  89.3   89.99  89.07  90.22  90.91
  91.44  90.98  95.56  91.52  90.22  91.06  90.22  90.91  89.84  89.61
  88.77  88.24  89.46  89.15  90.07  89.38  87.7   88.01  88.62  89.91
  90.6   89.3   89.46  89.76  89.46  90.75  89.53  90.3   85.26  85.26
  86.71  89.76  90.68  86.79  87.4   86.56  88.01  86.18  88.85  91.21
  89.84  88.77  89.23  89.15  89.84  89.23  89.07  88.85  91.13  91.97
  90.37  90.6   90.98  89.99  90.75  89.61  90.14  90.75  92.28  91.13
  90.68  91.82  92.51  90.45  90.6   90.83  91.59  90.68  88.46  87.93
  89.07  88.46  88.16  87.85  87.7   89.3   88.69  89.84  92.43  89.38
  90.07  90.07  90.52  90.07  90.37  90.37  90.6   84.95  87.17  86.18
  86.1   85.79  87.7   84.95  85.18  86.1   86.71  87.93  89.    87.7
  87.78  88.85  90.37  89.15  90.14  88.46  88.77  89.84  89.53  89.
  90.45  90.75  92.13  89.84  89.23  92.2   90.22  90.68  90.45  90.22
  91.13  92.13  90.52  91.59  91.44  91.97  91.21  88.54  88.62  88.31
  89.53  88.62  88.16  89.53  89.99  88.39  90.68  90.52  89.76  90.45
  89.84  89.46  90.3   89.15  90.37  91.29  85.34  86.63  85.49  85.79
  86.63  85.41  86.02  86.25  86.02  86.02  86.63  86.86  88.85  88.46
  86.56  89.    87.62  88.39  88.01  88.16  89.91  90.83  91.36  89.07
  89.46  90.14  89.23  88.85  90.14  89.23  90.83  91.82  90.6   90.75
  91.29  91.97  90.52  91.36  90.91  90.98  88.24  89.3   88.54  89.07
  89.    89.3   88.62  89.61  89.46  91.44  90.45  89.99  89.53  90.52
  90.68  90.75  89.91  89.46  90.68  85.72  86.33  85.18  86.71  86.94
  85.64  85.87  86.48  85.79  86.18  87.09  88.77  87.17  87.78  87.85
  87.01  89.53  86.94  87.93  88.31  89.23  89.46  90.37  89.15  89.84
  89.23  88.85  90.07  89.76  90.07  91.36  90.37  91.13  91.36  90.68
  91.21  89.61  91.06  90.45  89.99  90.98  90.75  90.68]",89.15,90.22,86.9,87.625,90.10499999999999,90.945,885,2,1,1.2
266,Tag2,Tag1,"[101.51  89.15  89.3   89.07  88.85  90.3   89.53  87.78  88.85  89.38
  89.84  89.91  90.83  90.6   90.22  90.37  90.22  91.44  89.91  87.32
  87.47  86.4   86.4   86.33  87.01  87.78  86.79  85.49  88.31  87.09
  87.4   88.16  87.55  87.24  88.24  87.85  87.7   87.17  89.46  90.22
  89.76  90.14  90.3   90.07  90.45  89.3   89.99  89.07  90.22  90.91
  91.44  90.98  95.56  91.52  90.22  91.06  90.22  90.91  89.84  89.61
  88.77  88.24  89.46  89.15  90.07  89.38  87.7   88.01  88.62  89.91
  90.6   89.3   89.46  89.76  89.46  90.75  89.53  90.3   85.26  85.26
  86.71  89.76  90.68  86.79  87.4   86.56  88.01  86.18  88.85  91.21
  89.84  88.77  89.23  89.15  89.84  89.23  89.07  88.85  91.13  91.97
  90.37  90.6   90.98  89.99  90.75  89.61  90.14  90.75  92.28  91.13
  90.68  91.82  92.51  90.45  90.6   90.83  91.59  90.68  88.46  87.93
  89.07  88.46  88.16  87.85  87.7   89.3   88.69  89.84  92.43  89.38
  90.07  90.07  90.52  90.07  90.37  90.37  90.6   84.95  87.17  86.18
  86.1   85.79  87.7   84.95  85.18  86.1   86.71  87.93  89.    87.7
  87.78  88.85  90.37  89.15  90.14  88.46  88.77  89.84  89.53  89.
  90.45  90.75  92.13  89.84  89.23  92.2   90.22  90.68  90.45  90.22
  91.13  92.13  90.52  91.59  91.44  91.97  91.21  88.54  88.62  88.31
  89.53  88.62  88.16  89.53  89.99  88.39  90.68  90.52  89.76  90.45
  89.84  89.46  90.3   89.15  90.37  91.29  85.34  86.63  85.49  85.79
  86.63  85.41  86.02  86.25  86.02  86.02  86.63  86.86  88.85  88.46
  86.56  89.    87.62  88.39  88.01  88.16  89.91  90.83  91.36  89.07
  89.46  90.14  89.23  88.85  90.14  89.23  90.83  91.82  90.6   90.75
  91.29  91.97  90.52  91.36  90.91  90.98  88.24  89.3   88.54  89.07
  89.    89.3   88.62  89.61  89.46  91.44  90.45  89.99  89.53  90.52
  90.68  90.75  89.91  89.46  90.68  85.72  86.33  85.18  86.71  86.94
  85.64  85.87  86.48  85.79  86.18  87.09  88.77  87.17  87.78  87.85
  87.01  89.53  86.94  87.93  88.31  89.23  89.46  90.37  89.15  89.84
  89.23  88.85  90.07  89.76  90.07  91.36  90.37  91.13  91.36  90.68
  91.21  89.61  91.06  90.45  89.99  90.98  90.75  90.68]",88.96000000000001,89.64500000000001,87.095,89.23,90.6,90.97999999999999,885,2,1,1.2
267,Tag2,Tag1,"[101.51  89.15  89.3   89.07  88.85  90.3   89.53  87.78  88.85  89.38
  89.84  89.91  90.83  90.6   90.22  90.37  90.22  91.44  89.91  87.32
  87.47  86.4   86.4   86.33  87.01  87.78  86.79  85.49  88.31  87.09
  87.4   88.16  87.55  87.24  88.24  87.85  87.7   87.17  89.46  90.22
  89.76  90.14  90.3   90.07  90.45  89.3   89.99  89.07  90.22  90.91
  91.44  90.98  95.56  91.52  90.22  91.06  90.22  90.91  89.84  89.61
  88.77  88.24  89.46  89.15  90.07  89.38  87.7   88.01  88.62  89.91
  90.6   89.3   89.46  89.76  89.46  90.75  89.53  90.3   85.26  85.26
  86.71  89.76  90.68  86.79  87.4   86.56  88.01  86.18  88.85  91.21
  89.84  88.77  89.23  89.15  89.84  89.23  89.07  88.85  91.13  91.97
  90.37  90.6   90.98  89.99  90.75  89.61  90.14  90.75  92.28  91.13
  90.68  91.82  92.51  90.45  90.6   90.83  91.59  90.68  88.46  87.93
  89.07  88.46  88.16  87.85  87.7   89.3   88.69  89.84  92.43  89.38
  90.07  90.07  90.52  90.07  90.37  90.37  90.6   84.95  87.17  86.18
  86.1   85.79  87.7   84.95  85.18  86.1   86.71  87.93  89.    87.7
  87.78  88.85  90.37  89.15  90.14  88.46  88.77  89.84  89.53  89.
  90.45  90.75  92.13  89.84  89.23  92.2   90.22  90.68  90.45  90.22
  91.13  92.13  90.52  91.59  91.44  91.97  91.21  88.54  88.62  88.31
  89.53  88.62  88.16  89.53  89.99  88.39  90.68  90.52  89.76  90.45
  89.84  89.46  90.3   89.15  90.37  91.29  85.34  86.63  85.49  85.79
  86.63  85.41  86.02  86.25  86.02  86.02  86.63  86.86  88.85  88.46
  86.56  89.    87.62  88.39  88.01  88.16  89.91  90.83  91.36  89.07
  89.46  90.14  89.23  88.85  90.14  89.23  90.83  91.82  90.6   90.75
  91.29  91.97  90.52  91.36  90.91  90.98  88.24  89.3   88.54  89.07
  89.    89.3   88.62  89.61  89.46  91.44  90.45  89.99  89.53  90.52
  90.68  90.75  89.91  89.46  90.68  85.72  86.33  85.18  86.71  86.94
  85.64  85.87  86.48  85.79  86.18  87.09  88.77  87.17  87.78  87.85
  87.01  89.53  86.94  87.93  88.31  89.23  89.46  90.37  89.15  89.84
  89.23  88.85  90.07  89.76  90.07  91.36  90.37  91.13  91.36  90.68
  91.21  89.61  91.06  90.45  89.99  90.98  90.75  90.68]",88.46,90.22,86.14,88.925,90.33500000000001,91.16999999999999,885,2,1,1.2
268,Tag2,Tag1,"[101.51  89.15  89.3   89.07  88.85  90.3   89.53  87.78  88.85  89.38
  89.84  89.91  90.83  90.6   90.22  90.37  90.22  91.44  89.91  87.32
  87.47  86.4   86.4   86.33  87.01  87.78  86.79  85.49  88.31  87.09
  87.4   88.16  87.55  87.24  88.24  87.85  87.7   87.17  89.46  90.22
  89.76  90.14  90.3   90.07  90.45  89.3   89.99  89.07  90.22  90.91
  91.44  90.98  95.56  91.52  90.22  91.06  90.22  90.91  89.84  89.61
  88.77  88.24  89.46  89.15  90.07  89.38  87.7   88.01  88.62  89.91
  90.6   89.3   89.46  89.76  89.46  90.75  89.53  90.3   85.26  85.26
  86.71  89.76  90.68  86.79  87.4   86.56  88.01  86.18  88.85  91.21
  89.84  88.77  89.23  89.15  89.84  89.23  89.07  88.85  91.13  91.97
  90.37  90.6   90.98  89.99  90.75  89.61  90.14  90.75  92.28  91.13
  90.68  91.82  92.51  90.45  90.6   90.83  91.59  90.68  88.46  87.93
  89.07  88.46  88.16  87.85  87.7   89.3   88.69  89.84  92.43  89.38
  90.07  90.07  90.52  90.07  90.37  90.37  90.6   84.95  87.17  86.18
  86.1   85.79  87.7   84.95  85.18  86.1   86.71  87.93  89.    87.7
  87.78  88.85  90.37  89.15  90.14  88.46  88.77  89.84  89.53  89.
  90.45  90.75  92.13  89.84  89.23  92.2   90.22  90.68  90.45  90.22
  91.13  92.13  90.52  91.59  91.44  91.97  91.21  88.54  88.62  88.31
  89.53  88.62  88.16  89.53  89.99  88.39  90.68  90.52  89.76  90.45
  89.84  89.46  90.3   89.15  90.37  91.29  85.34  86.63  85.49  85.79
  86.63  85.41  86.02  86.25  86.02  86.02  86.63  86.86  88.85  88.46
  86.56  89.    87.62  88.39  88.01  88.16  89.91  90.83  91.36  89.07
  89.46  90.14  89.23  88.85  90.14  89.23  90.83  91.82  90.6   90.75
  91.29  91.97  90.52  91.36  90.91  90.98  88.24  89.3   88.54  89.07
  89.    89.3   88.62  89.61  89.46  91.44  90.45  89.99  89.53  90.52
  90.68  90.75  89.91  89.46  90.68  85.72  86.33  85.18  86.71  86.94
  85.64  85.87  86.48  85.79  86.18  87.09  88.77  87.17  87.78  87.85
  87.01  89.53  86.94  87.93  88.31  89.23  89.46  90.37  89.15  89.84
  89.23  88.85  90.07  89.76  90.07  91.36  90.37  91.13  91.36  90.68
  91.21  89.61  91.06  90.45  89.99  90.98  90.75  90.68]",89.075,89.80000000000001,86.02,88.275,89.8,90.945,885,2,1,1.2
269,Tag2,Tag1,"[101.51  89.15  89.3   89.07  88.85  90.3   89.53  87.78  88.85  89.38
  89.84  89.91  90.83  90.6   90.22  90.37  90.22  91.44  89.91  87.32
  87.47  86.4   86.4   86.33  87.01  87.78  86.79  85.49  88.31  87.09
  87.4   88.16  87.55  87.24  88.24  87.85  87.7   87.17  89.46  90.22
  89.76  90.14  90.3   90.07  90.45  89.3   89.99  89.07  90.22  90.91
  91.44  90.98  95.56  91.52  90.22  91.06  90.22  90.91  89.84  89.61
  88.77  88.24  89.46  89.15  90.07  89.38  87.7   88.01  88.62  89.91
  90.6   89.3   89.46  89.76  89.46  90.75  89.53  90.3   85.26  85.26
  86.71  89.76  90.68  86.79  87.4   86.56  88.01  86.18  88.85  91.21
  89.84  88.77  89.23  89.15  89.84  89.23  89.07  88.85  91.13  91.97
  90.37  90.6   90.98  89.99  90.75  89.61  90.14  90.75  92.28  91.13
  90.68  91.82  92.51  90.45  90.6   90.83  91.59  90.68  88.46  87.93
  89.07  88.46  88.16  87.85  87.7   89.3   88.69  89.84  92.43  89.38
  90.07  90.07  90.52  90.07  90.37  90.37  90.6   84.95  87.17  86.18
  86.1   85.79  87.7   84.95  85.18  86.1   86.71  87.93  89.    87.7
  87.78  88.85  90.37  89.15  90.14  88.46  88.77  89.84  89.53  89.
  90.45  90.75  92.13  89.84  89.23  92.2   90.22  90.68  90.45  90.22
  91.13  92.13  90.52  91.59  91.44  91.97  91.21  88.54  88.62  88.31
  89.53  88.62  88.16  89.53  89.99  88.39  90.68  90.52  89.76  90.45
  89.84  89.46  90.3   89.15  90.37  91.29  85.34  86.63  85.49  85.79
  86.63  85.41  86.02  86.25  86.02  86.02  86.63  86.86  88.85  88.46
  86.56  89.    87.62  88.39  88.01  88.16  89.91  90.83  91.36  89.07
  89.46  90.14  89.23  88.85  90.14  89.23  90.83  91.82  90.6   90.75
  91.29  91.97  90.52  91.36  90.91  90.98  88.24  89.3   88.54  89.07
  89.    89.3   88.62  89.61  89.46  91.44  90.45  89.99  89.53  90.52
  90.68  90.75  89.91  89.46  90.68  85.72  86.33  85.18  86.71  86.94
  85.64  85.87  86.48  85.79  86.18  87.09  88.77  87.17  87.78  87.85
  87.01  89.53  86.94  87.93  88.31  89.23  89.46  90.37  89.15  89.84
  89.23  88.85  90.07  89.76  90.07  91.36  90.37  91.13  91.36  90.68
  91.21  89.61  91.06  90.45  89.99  90.98  90.75  90.68]",89.3,89.94999999999999,86.33000000000001,87.89,89.955,90.86500000000001,885,2,1,1.2
270,Tag1,Tag2,"[645.34 303.46 303.39 303.31 303.31 302.85 303.23 302.4  303.77 303.39
 300.56 301.48 301.79 300.72 301.79 301.25 300.87 300.95 301.56 299.04
 298.96 298.43 298.89 297.21 298.12 298.5  298.5  298.73 298.12 304.53
 305.45 305.07 304.84 305.29 304.61 304.91 304.68 305.07 303.54 303.92
 303.92 304.46 303.31 304.07 304.38 304.15 304.68 304.   303.85 303.77
 304.23 304.   303.23 303.92 304.   303.85 303.46 303.77 303.92 303.77
 302.7  303.16 302.85 302.85 301.94 303.31 302.93 302.85 300.41 300.26
 300.87 300.41 300.34 300.72 300.03 300.41 300.87 300.41 297.97 298.2
 299.04 298.58 298.81 298.89 298.89 298.43 298.2  298.28 304.23 304.99
 304.99 304.38 306.67 305.83 304.91 304.76 304.91 305.37 305.45 304.99
 305.14 305.29 304.3  304.61 305.37 303.92 304.61 305.22 304.91 304.76
 304.46 304.76 304.68 305.14 304.76 304.84 304.91 305.07 303.92 303.92
 303.31 303.08 303.16 303.54 303.01 304.53 303.92 301.63 301.4  301.48
 301.33 301.79 301.48 301.4  301.71 301.79 301.48 299.19 299.04 299.34
 298.43 298.96 299.57 299.11 299.5  299.95 299.57 305.83 305.52 305.14
 304.68 304.99 305.07 304.99 303.69 305.07 304.61 304.68 305.6  304.46
 305.14 304.99 305.14 305.07 305.22 304.99 305.83 304.53 304.   304.23
 304.   303.92 303.92 305.07 305.29 304.53 304.91 303.54 303.46 303.69
 303.92 304.23 304.07 304.15 304.07 303.46 300.79 300.87 300.87 301.48
 301.63 301.17 301.56 301.56 301.48 301.56 299.8  299.19 299.42 300.11
 298.96 298.81 299.04 298.43 298.96 299.88 305.68 304.99 305.37 305.14
 305.52 306.21 305.52 305.98 304.99 306.21 304.99 305.22 304.68 304.91
 305.37 304.84 305.07 305.91 304.99 305.29 305.14 304.68 305.22 305.37
 304.53 304.91 304.99 304.3  304.23 303.92 302.78 303.85 303.46 303.77
 304.07 304.38 303.92 304.76 304.3  302.17 301.86 302.24 302.09 302.24
 301.1  301.25 301.33 301.25 300.72 299.34 299.34 298.2  298.5  299.04
 298.5  298.12 298.89 298.89 298.81 304.68 304.61 304.07 304.53 304.84
 304.3  304.84 304.3  304.84 304.76 305.07 304.23 304.3  304.99 305.14
 305.29 304.76 304.38 305.52 305.07 303.62 304.68 304.99 305.14 305.52
 305.37 305.68 305.22 304.3  305.14 305.75 305.68 305.14]",303.31,301.365,298.5,304.875,304.03499999999997,303.885,895,2,1,1.2
271,Tag1,Tag2,"[645.34 303.46 303.39 303.31 303.31 302.85 303.23 302.4  303.77 303.39
 300.56 301.48 301.79 300.72 301.79 301.25 300.87 300.95 301.56 299.04
 298.96 298.43 298.89 297.21 298.12 298.5  298.5  298.73 298.12 304.53
 305.45 305.07 304.84 305.29 304.61 304.91 304.68 305.07 303.54 303.92
 303.92 304.46 303.31 304.07 304.38 304.15 304.68 304.   303.85 303.77
 304.23 304.   303.23 303.92 304.   303.85 303.46 303.77 303.92 303.77
 302.7  303.16 302.85 302.85 301.94 303.31 302.93 302.85 300.41 300.26
 300.87 300.41 300.34 300.72 300.03 300.41 300.87 300.41 297.97 298.2
 299.04 298.58 298.81 298.89 298.89 298.43 298.2  298.28 304.23 304.99
 304.99 304.38 306.67 305.83 304.91 304.76 304.91 305.37 305.45 304.99
 305.14 305.29 304.3  304.61 305.37 303.92 304.61 305.22 304.91 304.76
 304.46 304.76 304.68 305.14 304.76 304.84 304.91 305.07 303.92 303.92
 303.31 303.08 303.16 303.54 303.01 304.53 303.92 301.63 301.4  301.48
 301.33 301.79 301.48 301.4  301.71 301.79 301.48 299.19 299.04 299.34
 298.43 298.96 299.57 299.11 299.5  299.95 299.57 305.83 305.52 305.14
 304.68 304.99 305.07 304.99 303.69 305.07 304.61 304.68 305.6  304.46
 305.14 304.99 305.14 305.07 305.22 304.99 305.83 304.53 304.   304.23
 304.   303.92 303.92 305.07 305.29 304.53 304.91 303.54 303.46 303.69
 303.92 304.23 304.07 304.15 304.07 303.46 300.79 300.87 300.87 301.48
 301.63 301.17 301.56 301.56 301.48 301.56 299.8  299.19 299.42 300.11
 298.96 298.81 299.04 298.43 298.96 299.88 305.68 304.99 305.37 305.14
 305.52 306.21 305.52 305.98 304.99 306.21 304.99 305.22 304.68 304.91
 305.37 304.84 305.07 305.91 304.99 305.29 305.14 304.68 305.22 305.37
 304.53 304.91 304.99 304.3  304.23 303.92 302.78 303.85 303.46 303.77
 304.07 304.38 303.92 304.76 304.3  302.17 301.86 302.24 302.09 302.24
 301.1  301.25 301.33 301.25 300.72 299.34 299.34 298.2  298.5  299.04
 298.5  298.12 298.89 298.89 298.81 304.68 304.61 304.07 304.53 304.84
 304.3  304.84 304.3  304.84 304.76 305.07 304.23 304.3  304.99 305.14
 305.29 304.76 304.38 305.52 305.07 303.62 304.68 304.99 305.14 305.52
 305.37 305.68 305.22 304.3  305.14 305.75 305.68 305.14]",302.85,300.41,298.695,304.99,304.99,304.79999999999995,895,2,1,1.2
272,Tag1,Tag2,"[645.34 303.46 303.39 303.31 303.31 302.85 303.23 302.4  303.77 303.39
 300.56 301.48 301.79 300.72 301.79 301.25 300.87 300.95 301.56 299.04
 298.96 298.43 298.89 297.21 298.12 298.5  298.5  298.73 298.12 304.53
 305.45 305.07 304.84 305.29 304.61 304.91 304.68 305.07 303.54 303.92
 303.92 304.46 303.31 304.07 304.38 304.15 304.68 304.   303.85 303.77
 304.23 304.   303.23 303.92 304.   303.85 303.46 303.77 303.92 303.77
 302.7  303.16 302.85 302.85 301.94 303.31 302.93 302.85 300.41 300.26
 300.87 300.41 300.34 300.72 300.03 300.41 300.87 300.41 297.97 298.2
 299.04 298.58 298.81 298.89 298.89 298.43 298.2  298.28 304.23 304.99
 304.99 304.38 306.67 305.83 304.91 304.76 304.91 305.37 305.45 304.99
 305.14 305.29 304.3  304.61 305.37 303.92 304.61 305.22 304.91 304.76
 304.46 304.76 304.68 305.14 304.76 304.84 304.91 305.07 303.92 303.92
 303.31 303.08 303.16 303.54 303.01 304.53 303.92 301.63 301.4  301.48
 301.33 301.79 301.48 301.4  301.71 301.79 301.48 299.19 299.04 299.34
 298.43 298.96 299.57 299.11 299.5  299.95 299.57 305.83 305.52 305.14
 304.68 304.99 305.07 304.99 303.69 305.07 304.61 304.68 305.6  304.46
 305.14 304.99 305.14 305.07 305.22 304.99 305.83 304.53 304.   304.23
 304.   303.92 303.92 305.07 305.29 304.53 304.91 303.54 303.46 303.69
 303.92 304.23 304.07 304.15 304.07 303.46 300.79 300.87 300.87 301.48
 301.63 301.17 301.56 301.56 301.48 301.56 299.8  299.19 299.42 300.11
 298.96 298.81 299.04 298.43 298.96 299.88 305.68 304.99 305.37 305.14
 305.52 306.21 305.52 305.98 304.99 306.21 304.99 305.22 304.68 304.91
 305.37 304.84 305.07 305.91 304.99 305.29 305.14 304.68 305.22 305.37
 304.53 304.91 304.99 304.3  304.23 303.92 302.78 303.85 303.46 303.77
 304.07 304.38 303.92 304.76 304.3  302.17 301.86 302.24 302.09 302.24
 301.1  301.25 301.33 301.25 300.72 299.34 299.34 298.2  298.5  299.04
 298.5  298.12 298.89 298.89 298.81 304.68 304.61 304.07 304.53 304.84
 304.3  304.84 304.3  304.84 304.76 305.07 304.23 304.3  304.99 305.14
 305.29 304.76 304.38 305.52 305.07 303.62 304.68 304.99 305.14 305.52
 305.37 305.68 305.22 304.3  305.14 305.75 305.68 305.14]",303.425,301.48,299.41999999999996,304.99,305.105,304.115,895,2,1,1.2
273,Tag1,Tag2,"[645.34 303.46 303.39 303.31 303.31 302.85 303.23 302.4  303.77 303.39
 300.56 301.48 301.79 300.72 301.79 301.25 300.87 300.95 301.56 299.04
 298.96 298.43 298.89 297.21 298.12 298.5  298.5  298.73 298.12 304.53
 305.45 305.07 304.84 305.29 304.61 304.91 304.68 305.07 303.54 303.92
 303.92 304.46 303.31 304.07 304.38 304.15 304.68 304.   303.85 303.77
 304.23 304.   303.23 303.92 304.   303.85 303.46 303.77 303.92 303.77
 302.7  303.16 302.85 302.85 301.94 303.31 302.93 302.85 300.41 300.26
 300.87 300.41 300.34 300.72 300.03 300.41 300.87 300.41 297.97 298.2
 299.04 298.58 298.81 298.89 298.89 298.43 298.2  298.28 304.23 304.99
 304.99 304.38 306.67 305.83 304.91 304.76 304.91 305.37 305.45 304.99
 305.14 305.29 304.3  304.61 305.37 303.92 304.61 305.22 304.91 304.76
 304.46 304.76 304.68 305.14 304.76 304.84 304.91 305.07 303.92 303.92
 303.31 303.08 303.16 303.54 303.01 304.53 303.92 301.63 301.4  301.48
 301.33 301.79 301.48 301.4  301.71 301.79 301.48 299.19 299.04 299.34
 298.43 298.96 299.57 299.11 299.5  299.95 299.57 305.83 305.52 305.14
 304.68 304.99 305.07 304.99 303.69 305.07 304.61 304.68 305.6  304.46
 305.14 304.99 305.14 305.07 305.22 304.99 305.83 304.53 304.   304.23
 304.   303.92 303.92 305.07 305.29 304.53 304.91 303.54 303.46 303.69
 303.92 304.23 304.07 304.15 304.07 303.46 300.79 300.87 300.87 301.48
 301.63 301.17 301.56 301.56 301.48 301.56 299.8  299.19 299.42 300.11
 298.96 298.81 299.04 298.43 298.96 299.88 305.68 304.99 305.37 305.14
 305.52 306.21 305.52 305.98 304.99 306.21 304.99 305.22 304.68 304.91
 305.37 304.84 305.07 305.91 304.99 305.29 305.14 304.68 305.22 305.37
 304.53 304.91 304.99 304.3  304.23 303.92 302.78 303.85 303.46 303.77
 304.07 304.38 303.92 304.76 304.3  302.17 301.86 302.24 302.09 302.24
 301.1  301.25 301.33 301.25 300.72 299.34 299.34 298.2  298.5  299.04
 298.5  298.12 298.89 298.89 298.81 304.68 304.61 304.07 304.53 304.84
 304.3  304.84 304.3  304.84 304.76 305.07 304.23 304.3  304.99 305.14
 305.29 304.76 304.38 305.52 305.07 303.62 304.68 304.99 305.14 305.52
 305.37 305.68 305.22 304.3  305.14 305.75 305.68 305.14]",303.805,301.48,299.04,305.445,305.105,304.605,895,2,1,1.2
274,Tag1,Tag2,"[645.34 303.46 303.39 303.31 303.31 302.85 303.23 302.4  303.77 303.39
 300.56 301.48 301.79 300.72 301.79 301.25 300.87 300.95 301.56 299.04
 298.96 298.43 298.89 297.21 298.12 298.5  298.5  298.73 298.12 304.53
 305.45 305.07 304.84 305.29 304.61 304.91 304.68 305.07 303.54 303.92
 303.92 304.46 303.31 304.07 304.38 304.15 304.68 304.   303.85 303.77
 304.23 304.   303.23 303.92 304.   303.85 303.46 303.77 303.92 303.77
 302.7  303.16 302.85 302.85 301.94 303.31 302.93 302.85 300.41 300.26
 300.87 300.41 300.34 300.72 300.03 300.41 300.87 300.41 297.97 298.2
 299.04 298.58 298.81 298.89 298.89 298.43 298.2  298.28 304.23 304.99
 304.99 304.38 306.67 305.83 304.91 304.76 304.91 305.37 305.45 304.99
 305.14 305.29 304.3  304.61 305.37 303.92 304.61 305.22 304.91 304.76
 304.46 304.76 304.68 305.14 304.76 304.84 304.91 305.07 303.92 303.92
 303.31 303.08 303.16 303.54 303.01 304.53 303.92 301.63 301.4  301.48
 301.33 301.79 301.48 301.4  301.71 301.79 301.48 299.19 299.04 299.34
 298.43 298.96 299.57 299.11 299.5  299.95 299.57 305.83 305.52 305.14
 304.68 304.99 305.07 304.99 303.69 305.07 304.61 304.68 305.6  304.46
 305.14 304.99 305.14 305.07 305.22 304.99 305.83 304.53 304.   304.23
 304.   303.92 303.92 305.07 305.29 304.53 304.91 303.54 303.46 303.69
 303.92 304.23 304.07 304.15 304.07 303.46 300.79 300.87 300.87 301.48
 301.63 301.17 301.56 301.56 301.48 301.56 299.8  299.19 299.42 300.11
 298.96 298.81 299.04 298.43 298.96 299.88 305.68 304.99 305.37 305.14
 305.52 306.21 305.52 305.98 304.99 306.21 304.99 305.22 304.68 304.91
 305.37 304.84 305.07 305.91 304.99 305.29 305.14 304.68 305.22 305.37
 304.53 304.91 304.99 304.3  304.23 303.92 302.78 303.85 303.46 303.77
 304.07 304.38 303.92 304.76 304.3  302.17 301.86 302.24 302.09 302.24
 301.1  301.25 301.33 301.25 300.72 299.34 299.34 298.2  298.5  299.04
 298.5  298.12 298.89 298.89 298.81 304.68 304.61 304.07 304.53 304.84
 304.3  304.84 304.3  304.84 304.76 305.07 304.23 304.3  304.99 305.14
 305.29 304.76 304.38 305.52 305.07 303.62 304.68 304.99 305.14 305.52
 305.37 305.68 305.22 304.3  305.14 305.75 305.68 305.14]",303.885,301.25,298.85,304.645,304.875,305.295,895,2,1,1.2
